case_id,I,IV,REF,V
holdout_40002_negative,5941.460088,5842.244655,5941.460088,5842.244655
holdout_40032_spatial_hash,4804.990427,4759.544995,4804.990427,4759.544995
outer_holdout_50000_positive,5330.216905,5365.332021,5330.216905,5365.332021
structured_dev_5_positive,2907.885696,2761.577032,2907.907478,2761.600351
