batch,rounding,layout_id,family,error_mode,source_count,arm,original_config,station_budget,conditions_per_layout_per_arm,actual_completed_stations,first_all_discovered_station,first_16_discovered_station,stopped_before_station_budget,stop_certificate,final_cleared,final_virtual_time_s,historical_metrics_match,replay_physics_audit_passed
round9_main,bounded,outward_111007_positive,outward,positive,16,recommended25,FINAL,25,1,19,19,19,1,count16,16,5817.172925,1,1
round9_main,bounded,inward_111008_positive,inward,positive,16,baseline31,BASE,31,1,21,21,21,1,count16,16,8682.473391,1,1
round9_main,bounded,inward_111008_positive,inward,positive,16,recommended25,FINAL,25,1,12,12,12,1,count16,16,4700.172769,1,1
round9_main,bounded,tangent_111009_positive,tangent,positive,12,baseline31,BASE,31,1,31,29,,0,triangular_halfplane_cover,12,12230.476001,1,1
round9_main,bounded,tangent_111009_positive,tangent,positive,12,recommended25,FINAL,25,1,25,16,,0,triangular_halfplane_cover,12,8348.36014,1,1
round9_main,bounded,cluster_111010_positive,cluster,positive,11,baseline31,BASE,31,1,31,14,,0,triangular_halfplane_cover,11,11682.411313,1,1
round9_main,bounded,cluster_111010_positive,cluster,positive,11,recommended25,FINAL,25,1,25,17,,0,triangular_halfplane_cover,11,6055.63619,1,1
round9_main,bounded,edge_111011_positive,edge,positive,11,baseline31,BASE,31,1,31,21,,0,triangular_halfplane_cover,11,11081.805085,1,1
round9_main,bounded,edge_111011_positive,edge,positive,11,recommended25,FINAL,25,1,25,10,,0,triangular_halfplane_cover,11,5798.91069,1,1
round9_main,bounded,uniform_111012_negative,uniform,negative,15,baseline31,BASE,31,1,31,29,,0,triangular_halfplane_cover,15,12290.352268,1,1
round9_main,bounded,uniform_111012_negative,uniform,negative,15,recommended25,FINAL,25,1,25,24,,0,triangular_halfplane_cover,15,8385.70344,1,1
round9_main,bounded,outward_111013_negative,outward,negative,14,baseline31,BASE,31,1,31,22,,0,triangular_halfplane_cover,14,12592.375504,1,1
round9_main,bounded,outward_111013_negative,outward,negative,14,recommended25,FINAL,25,1,25,20,,0,triangular_halfplane_cover,14,8648.199323,1,1
round9_main,bounded,inward_111014_negative,inward,negative,12,baseline31,BASE,31,1,31,11,,0,triangular_halfplane_cover,12,11600.361752,1,1
round9_main,bounded,inward_111014_negative,inward,negative,12,recommended25,FINAL,25,1,25,10,,0,triangular_halfplane_cover,12,5606.812888,1,1
round9_main,bounded,tangent_111015_negative,tangent,negative,14,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,14,13134.0719,1,1
round9_main,bounded,tangent_111015_negative,tangent,negative,14,recommended25,FINAL,25,1,25,13,,0,triangular_halfplane_cover,14,7584.874385,1,1
round9_main,bounded,cluster_111016_negative,cluster,negative,12,baseline31,BASE,31,1,31,18,,0,triangular_halfplane_cover,12,10798.722597,1,1
round9_main,bounded,cluster_111016_negative,cluster,negative,12,recommended25,FINAL,25,1,25,8,,0,triangular_halfplane_cover,12,5685.27603,1,1
round9_main,bounded,edge_111017_negative,edge,negative,15,baseline31,BASE,31,1,31,14,,0,triangular_halfplane_cover,15,11061.102588,1,1
round9_main,bounded,edge_111017_negative,edge,negative,15,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,15,5646.396927,1,1
round9_main,bounded,uniform_111018_smooth,uniform,smooth,13,baseline31,BASE,31,1,31,20,,0,triangular_halfplane_cover,13,10421.695858,1,1
round9_main,bounded,uniform_111018_smooth,uniform,smooth,13,recommended25,FINAL,25,1,25,14,,0,triangular_halfplane_cover,13,6062.652147,1,1
round9_main,bounded,outward_111019_smooth,outward,smooth,12,baseline31,BASE,31,1,31,21,,0,triangular_halfplane_cover,12,11365.345935,1,1
round9_main,bounded,outward_111019_smooth,outward,smooth,12,recommended25,FINAL,25,1,25,14,,0,triangular_halfplane_cover,12,5918.17451,1,1
round9_main,bounded,inward_111020_smooth,inward,smooth,13,baseline31,BASE,31,1,31,14,,0,triangular_halfplane_cover,13,11223.403889,1,1
round9_main,bounded,inward_111020_smooth,inward,smooth,13,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,13,5726.67126,1,1
round9_main,bounded,tangent_111021_smooth,tangent,smooth,15,baseline31,BASE,31,1,31,25,,0,triangular_halfplane_cover,15,11226.752238,1,1
round9_main,bounded,tangent_111021_smooth,tangent,smooth,15,recommended25,FINAL,25,1,25,23,,0,triangular_halfplane_cover,15,8833.895213,1,1
round9_main,bounded,cluster_111022_smooth,cluster,smooth,11,baseline31,BASE,31,1,31,22,,0,triangular_halfplane_cover,11,11594.076945,1,1
round9_main,bounded,cluster_111022_smooth,cluster,smooth,11,recommended25,FINAL,25,1,25,11,,0,triangular_halfplane_cover,11,7052.222043,1,1
round9_main,bounded,edge_111023_smooth,edge,smooth,13,baseline31,BASE,31,1,31,22,,0,triangular_halfplane_cover,13,10819.832629,1,1
round9_main,bounded,edge_111023_smooth,edge,smooth,13,recommended25,FINAL,25,1,25,11,,0,triangular_halfplane_cover,13,5505.124012,1,1
round9_main,bounded,uniform_111024_spatial_hash,uniform,spatial_hash,10,baseline31,BASE,31,1,31,16,,0,triangular_halfplane_cover,10,11050.698855,1,1
