batch,rounding,layout_id,family,error_mode,source_count,arm,original_config,station_budget,conditions_per_layout_per_arm,actual_completed_stations,first_all_discovered_station,first_16_discovered_station,stopped_before_station_budget,stop_certificate,final_cleared,final_virtual_time_s,historical_metrics_match,replay_physics_audit_passed
round9_main,bounded,uniform_111024_spatial_hash,uniform,spatial_hash,10,recommended25,FINAL,25,1,25,13,,0,triangular_halfplane_cover,10,6265.140698,1,1
round9_main,bounded,outward_111025_spatial_hash,outward,spatial_hash,13,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,13,11467.164364,1,1
round9_main,bounded,outward_111025_spatial_hash,outward,spatial_hash,13,recommended25,FINAL,25,1,25,25,,0,triangular_halfplane_cover,13,7058.158185,1,1
round9_main,bounded,inward_111026_spatial_hash,inward,spatial_hash,14,baseline31,BASE,31,1,31,26,,0,triangular_halfplane_cover,14,12046.849372,1,1
round9_main,bounded,inward_111026_spatial_hash,inward,spatial_hash,14,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,14,5595.464169,1,1
round9_main,bounded,tangent_111027_spatial_hash,tangent,spatial_hash,14,baseline31,BASE,31,1,31,25,,0,triangular_halfplane_cover,14,12119.974908,1,1
round9_main,bounded,tangent_111027_spatial_hash,tangent,spatial_hash,14,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,14,6174.372066,1,1
round9_main,bounded,cluster_111028_spatial_hash,cluster,spatial_hash,15,baseline31,BASE,31,1,31,24,,0,triangular_halfplane_cover,15,11865.129567,1,1
round9_main,bounded,cluster_111028_spatial_hash,cluster,spatial_hash,15,recommended25,FINAL,25,1,25,15,,0,triangular_halfplane_cover,15,6814.258417,1,1
round9_main,bounded,edge_111029_spatial_hash,edge,spatial_hash,13,baseline31,BASE,31,1,31,17,,0,triangular_halfplane_cover,13,11515.280637,1,1
round9_main,bounded,edge_111029_spatial_hash,edge,spatial_hash,13,recommended25,FINAL,25,1,25,22,,0,triangular_halfplane_cover,13,5863.458756,1,1
round9_main,bounded,uniform_111030_positive,uniform,positive,14,baseline31,BASE,31,1,31,9,,0,triangular_halfplane_cover,14,9904.383358,1,1
round9_main,bounded,uniform_111030_positive,uniform,positive,14,recommended25,FINAL,25,1,25,9,,0,triangular_halfplane_cover,14,5542.073481,1,1
round9_main,bounded,outward_111031_positive,outward,positive,14,baseline31,BASE,31,1,31,22,,0,triangular_halfplane_cover,14,11375.946156,1,1
round9_main,bounded,outward_111031_positive,outward,positive,14,recommended25,FINAL,25,1,25,18,,0,triangular_halfplane_cover,14,6924.327413,1,1
round9_main,bounded,inward_111032_positive,inward,positive,16,baseline31,BASE,31,1,12,12,12,1,count16,16,5740.692629,1,1
round9_main,bounded,inward_111032_positive,inward,positive,16,recommended25,FINAL,25,1,11,11,11,1,count16,16,5283.419215,1,1
round9_main,bounded,tangent_111033_positive,tangent,positive,13,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,13,13544.943285,1,1
round9_main,bounded,tangent_111033_positive,tangent,positive,13,recommended25,FINAL,25,1,25,16,,0,triangular_halfplane_cover,13,7296.450618,1,1
round9_main,bounded,cluster_111034_positive,cluster,positive,15,baseline31,BASE,31,1,31,18,,0,triangular_halfplane_cover,15,11777.928203,1,1
round9_main,bounded,cluster_111034_positive,cluster,positive,15,recommended25,FINAL,25,1,25,21,,0,triangular_halfplane_cover,15,7356.697494,1,1
round9_main,bounded,edge_111035_positive,edge,positive,11,baseline31,BASE,31,1,31,23,,0,triangular_halfplane_cover,11,12425.015203,1,1
round9_main,bounded,edge_111035_positive,edge,positive,11,recommended25,FINAL,25,1,25,19,,0,triangular_halfplane_cover,11,6758.731965,1,1
round9_main,bounded,uniform_111036_negative,uniform,negative,15,baseline31,BASE,31,1,31,29,,0,triangular_halfplane_cover,15,13367.486478,1,1
round9_main,bounded,uniform_111036_negative,uniform,negative,15,recommended25,FINAL,25,1,25,19,,0,triangular_halfplane_cover,15,7678.285512,1,1
round9_main,bounded,outward_111037_negative,outward,negative,15,baseline31,BASE,31,1,31,18,,0,triangular_halfplane_cover,15,11945.618613,1,1
round9_main,bounded,outward_111037_negative,outward,negative,15,recommended25,FINAL,25,1,25,23,,0,triangular_halfplane_cover,15,8203.245456,1,1
round9_main,bounded,inward_111038_negative,inward,negative,11,baseline31,BASE,31,1,31,16,,0,triangular_halfplane_cover,11,11433.268285,1,1
round9_main,bounded,inward_111038_negative,inward,negative,11,recommended25,FINAL,25,1,25,12,,0,triangular_halfplane_cover,11,5737.981582,1,1
round9_main,bounded,tangent_111039_negative,tangent,negative,13,baseline31,BASE,31,1,31,19,,0,triangular_halfplane_cover,13,11258.63437,1,1
round9_main,bounded,tangent_111039_negative,tangent,negative,13,recommended25,FINAL,25,1,25,11,,0,triangular_halfplane_cover,13,5895.444936,1,1
round9_main,bounded,cluster_111040_negative,cluster,negative,12,baseline31,BASE,31,1,31,9,,0,triangular_halfplane_cover,12,10929.006652,1,1
round9_main,bounded,cluster_111040_negative,cluster,negative,12,recommended25,FINAL,25,1,25,19,,0,triangular_halfplane_cover,12,6326.896793,1,1
