run_id,formal_index,case_code,source_curve_id,channel,bearing_count,covering_radius_m,algorithm_radius_with_slack_m,region_diameter_m,clear_threshold_m,centre_x_m,centre_y_m,measure_x_m,measure_y_m,bearing_deg,virtual_time_s,phase,vertex_count,action_response_line,strategy_update_line
windows_q3_final_001,1,5ER6-BK3Y-KHDQ-MUQT,Q3-1-ch06,6,2,131.8367315056336,131.8367316056336,263.4514835332214,20.0,-439.1982249515794,1637.8046148781514,-71.32633993562399,1251.3899698204636,133.5,2524.189495,adaptive_localization,5,206,74
windows_q3_final_001,1,5ER6-BK3Y-KHDQ-MUQT,Q3-1-ch06,6,3,10.859510881776195,10.859510981776195,21.709810420206633,20.0,-428.90593512238706,1634.360561987432,-439.1982249515795,1637.8046148781511,341.56,2635.893947,adaptive_localization,3,208,76
windows_q3_final_001,1,5ER6-BK3Y-KHDQ-MUQT,Q3-1-ch17,17,2,15.02729450876671,15.02729460876671,29.97469009225589,20.0,-992.4522773182094,674.1055419843802,-860.1319431926782,712.3216918173994,196.1,2923.056137,adaptive_localization,4,232,83
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch02,2,1,753.5604329409888,753.5604330409888,1506.428304060841,20.0,715.3921033277422,235.31076526061378,0.0,0.0,18.21,11,search,3,6,3
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch07,7,1,751.4063357417957,751.4063358417957,1502.120816843309,20.0,741.2665773879288,120.17509336596538,0.0,0.0,9.21,41,search,3,16,4
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch09,9,1,751.0349292042854,751.0349293042854,1501.3780125277476,20.0,-739.6230652428499,-127.74322550617056,0.0,0.0,189.8,53,search,3,20,5
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch13,13,1,753.7898768377554,753.7898769377554,1507.2578643659083,20.0,363.1304598437409,660.3117840210689,0.0,0.0,61.19,77,search,4,28,6
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch14,14,1,750.6589703156475,750.6589704156474,1500.6259894696198,20.0,154.6990029291405,-734.0739801016472,0.0,0.0,281.9,83,search,3,30,7
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch15,15,1,753.7672417845963,753.7672418845963,1507.257864365969,20.0,-750.7244289069776,-65.57158185655979,0.0,0.0,184.99,89,search,4,32,8
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch18,18,1,750.9118071122921,750.911807212292,1501.1317518898727,20.0,162.05315450942425,732.7445613934714,0.0,0.0,77.53,107,search,3,38,9
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch09,9,2,16.22153557561834,16.22153567561834,32.36385813936028,20.0,-787.7576188637616,-135.82755252527417,-718.7623661055719,-248.51379235749272,121.47,277.102392,adaptive_localization,4,44,13
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch15,15,2,14.680684219242698,14.680684319242697,29.250994040502068,20.0,-651.8855216489279,-56.986814303937685,-718.7623661055719,-248.51379235749272,70.76,283.102392,multi_target_refinement,4,46,15
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch05,5,1,752.3129401216323,752.3129402216323,1503.9338133753315,20.0,-938.1247417046209,-728.2567559010677,-1125.0,1.3777276490407724e-13,284.39,470.253259,search,3,58,22
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch08,8,1,598.9648220873435,598.9648221873434,1197.3955646984905,20.0,-1259.7059199844766,583.2522114015834,-1125.0,1.3777276490407724e-13,103.03,482.253259,search,4,62,23
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch08,8,2,11.1493768407366,11.1493769407366,22.23065268774978,20.0,-1262.3825655270707,593.9693883719859,-1366.3377905333944,558.5754890303746,18.8,651.949686,adaptive_localization,4,78,27
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch17,17,1,711.7340839942296,711.7340840942296,1422.8347391887828,20.0,52.99242364971789,1330.828926536493,-562.4999999999998,974.2785792574936,30.11,892.220097,search,3,98,31
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch17,17,2,118.72316785788033,118.72316795788032,236.4412581215904,20.0,565.5979167102904,1637.1575226502368,-6.8604282546303565,1434.0389929098887,19.55,1054.458091,adaptive_localization,5,104,35
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch17,17,3,47.686203308091514,47.686203408091515,95.33325540594802,20.0,608.2218765298504,1658.4791282193105,565.5979167102904,1637.1575226502368,26.66,1180.943184,adaptive_localization,4,106,37
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch17,17,4,23.832033095624986,23.832033195624987,47.65935271894624,20.0,586.8466512288629,1647.9490383492619,608.2218765298504,1658.4791282193105,205.82,1195.475052,adaptive_localization,4,108,39
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch17,17,5,11.914202975880348,11.914203075880348,23.82821001976065,20.0,597.5141274072548,1653.2549339824511,586.8466512288629,1647.9490383492619,26.24,1205.240692,adaptive_localization,4,110,41
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch10,10,1,533.9728354758192,533.9728355758192,1067.4666939896274,20.0,1090.5740859058378,897.3276913065508,562.5000000000001,974.2785792574934,351.73,1378.599242,search,3,122,45
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch16,16,1,520.9667609806093,520.9667610806092,1041.4707259611864,20.0,1080.389872811595,920.6872060612783,562.5000000000001,974.2785792574934,354.12,1396.599242,search,4,128,46
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch19,19,1,753.8142255662309,753.8142256662309,1507.2578643658635,20.0,1033.067434813443,385.69605321534635,562.5000000000001,974.2785792574934,308.64,1402.599242,search,4,130,47
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch18,18,2,48.14702493094695,48.14702503094695,96.17213224888658,20.0,70.82871328706591,318.0469905950742,281.7110409770104,706.2827710089168,241.43,1492.230213,adaptive_localization,4,134,51
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch13,13,2,18.549445730922045,18.549445830922046,37.02569390133168,20.0,320.20387521390404,582.3277068435726,281.7110409770104,706.2827710089168,287.27,1498.230213,multi_target_refinement,4,136,53
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch18,18,3,19.018415150602674,19.018415250602676,38.023755772283344,20.0,78.00736837784284,335.648453550785,70.82871328706591,318.0469905950742,67.61,1592.592734,adaptive_localization,3,138,55
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch16,16,2,35.122538854186715,35.122538954186716,70.17121251114656,20.0,710.3224863758164,958.620898527329,1069.9327525588815,819.1491153877164,158.74,1838.78349,adaptive_localization,4,144,64
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch10,10,2,75.84172221176654,75.84172231176653,151.39202809958383,20.0,1536.8339472358946,820.7925011323584,1069.9327525588815,819.1491153877164,0.21,1844.78349,multi_target_refinement,4,146,66
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch16,16,3,6.818733793164482,6.818733893164482,13.632252599439663,20.0,703.8643763163573,960.797655909063,710.3224863758164,958.620898527329,161.24,1927.925417,adaptive_localization,3,148,68
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch10,10,3,9.881666607391528,9.881666707391528,19.735266577173164,20.0,1555.731517396517,820.7708899230714,1536.6912009618027,859.7387983855834,296.03,2108.075611,adaptive_localization,4,152,74
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch19,19,2,32.37221189508102,32.372211995081024,64.63351405522053,20.0,1136.8817014028116,254.4112156231214,1128.973331663068,462.3664090433568,272.15,2239.208533,adaptive_localization,4,156,79
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch11,11,1,373.44585331019346,373.4458534101935,746.5531112314006,20.0,1443.7893311327227,-194.07701289868396,1125.0,0.0,328.68,2371.76734,search,3,170,83
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch11,11,2,61.11437762507841,61.11437772507841,122.14800453845183,20.0,1711.3520044026075,-357.4268944718113,1488.7134516194128,-120.24788269453468,313.13,2466.382489,adaptive_localization,5,176,87
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch11,11,3,23.35939751934597,23.35939761934597,46.70300403534621,20.0,1693.375693177691,-342.52775456352543,1711.3520044026075,-357.4268944718113,140.56,2536.443017,adaptive_localization,3,178,89
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch02,2,2,55.88056772252005,55.88056782252005,111.61308337492142,20.0,976.7816872227412,323.0128695243356,753.7562070863316,118.69428184759036,42.54,2766.455463,adaptive_localization,4,184,94
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch02,2,3,10.498068310293078,10.498068410293078,20.987995703948567,20.0,986.1549796439286,327.7279407471778,976.7816872227412,323.0128695243356,26.58,2831.948917,adaptive_localization,3,186,97
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch07,7,2,55.77742176761959,55.777421867619594,111.40705379085706,20.0,1013.2933286850839,162.69085727751153,721.6457405357409,241.18397518071373,344.89,2900.708872,adaptive_localization,4,190,102
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch07,7,3,23.37747927720817,23.37747937720817,46.7357880821879,20.0,1036.0333745528446,157.32599531306744,1013.2933286850839,162.69085727751153,346.64,2966.113999,adaptive_localization,3,192,104
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch07,7,4,5.077576552781716,5.077576652781716,10.15293534459394,20.0,1040.8760542359241,155.8052860844085,1036.0333745528446,157.32599531306744,342.12,2975.786863,adaptive_localization,3,194,106
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch04,4,1,425.77317193833926,425.7731720383393,851.1638211222304,20.0,430.37539719663437,-1378.7626316134067,562.5000000000001,-974.2785792574934,251.93,3245.234969,search,3,202,110
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch06,6,1,493.03207557354256,493.0320756735426,985.6225498204417,20.0,300.5745762481884,-1391.6313563614979,562.5000000000001,-974.2785792574934,237.91,3251.234969,search,3,204,111
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch04,4,2,12.989206075400679,12.989206175400678,25.914410575540185,20.0,407.5562836445975,-1448.2471236255208,518.1032928710795,-1407.3856950640659,200.27,3344.310302,adaptive_localization,4,206,115
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch06,6,2,13.708177717804011,13.70817781780401,27.308088691229965,20.0,290.83481075067283,-1406.9968308830744,518.1032928710795,-1407.3856950640659,179.89,3350.310302,multi_target_refinement,4,208,117
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch14,14,2,23.010217889286587,23.010217989286588,45.92783639443064,20.0,177.8318331142602,-841.279902584797,34.8039799859157,-759.3398242742956,330.21,3553.926472,adaptive_localization,4,214,125
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch14,14,3,9.962229654552846,9.962229754552846,19.91559272896458,20.0,168.92059230477767,-836.8395311359429,177.8318331142602,-841.279902584797,153.54,3591.893815,adaptive_localization,3,216,127
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch05,5,2,58.3566707230068,58.3566708230068,116.5620000364224,20.0,-868.7936435817093,-1005.2754804837969,-819.3099165848505,-697.7723970232589,260.81,3804.478575,adaptive_localization,4,220,132
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch05,5,3,22.950615087812178,22.95061518781218,45.8823483036392,20.0,-872.2461374194797,-1027.9518270651765,-868.7936435817093,-1005.2754804837969,261.26,3871.7704,adaptive_localization,3,222,134
windows_q3_final_002,2,VUK9-G6FH-ACSC-KFYG,Q3-2-ch05,5,4,10.504123867418713,10.504123967418712,20.99955632053309,20.0,-874.0169297499892,-1038.2995712938093,-872.2461374194797,-1027.9518270651765,260.21,3881.357933,adaptive_localization,3,224,136
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch03,3,1,750.9169078024181,750.9169079024181,1501.1419542172941,20.0,-272.22851552417467,699.3390505786797,0.0,0.0,111.27,17,search,3,8,3
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch08,8,1,750.5376341007495,750.5376342007495,1500.3832256437747,20.0,694.4249018844085,-283.52842415504944,0.0,0.0,337.79,47,search,3,18,4
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch10,10,1,750.8669332487688,750.8669333487687,1501.0419946900304,20.0,732.9545371161148,-160.89163338491468,0.0,0.0,347.62,59,search,3,22,5
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch15,15,1,753.8623709589372,753.8623710589371,1507.2578643657223,20.0,-669.6041401937041,345.64303664586913,0.0,0.0,152.7,89,search,4,32,6
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch16,16,1,752.7750524707016,752.7750525707015,1504.8578736320944,20.0,711.7619140322048,-243.6598140476887,0.0,0.0,341.1,95,search,3,34,7
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch19,19,1,753.7463206308685,753.7463207308684,1507.2578643660222,20.0,211.40218839388746,-723.330123761597,0.0,0.0,286.29,113,search,4,40,8
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch20,20,1,752.3224644727031,752.3224645727031,1503.9528589776655,20.0,-105.9129172437182,744.3635106524822,0.0,0.0,98.1,119,search,3,42,9
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch19,19,2,27.956136095012887,27.95613619501289,55.80073435755456,20.0,148.27313697341006,-507.98191139524397,93.55128975090143,-757.7698116762399,77.61,277.704542,adaptive_localization,4,44,13
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch19,19,3,5.488749144044574,5.488749244044574,10.972931551157417,20.0,147.05549346329644,-502.63313770764745,148.27313697341006,-507.98191139524397,102.9,333.846883,adaptive_localization,3,46,15
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch08,8,2,101.96579192830433,101.96579202830432,202.21276521382893,20.0,1292.2617228150805,-545.156114455954,648.1126643079615,-396.9565041647089,347.04,666.376074,adaptive_localization,4,76,22
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch10,10,2,75.40798758908187,75.40798768908186,150.5672261657978,20.0,1228.2915301744806,-267.5144973306466,648.1126643079615,-396.9565041647089,12.62,672.376074,multi_target_refinement,4,78,24
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch16,16,2,13.609278673141835,13.609278773141835,27.11649854211622,20.0,707.6422799430511,-242.2079931230187,648.1126643079615,-396.9565041647089,68.96,678.376074,multi_target_refinement,4,80,26
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch08,8,3,29.751898122967965,29.751898222967966,59.48322270525506,20.0,1263.448276027669,-537.8017361065205,1292.2617228150805,-545.156114455954,165.88,816.571556,adaptive_localization,3,82,28
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch10,10,3,11.934053506735399,11.934053606735398,23.270563573381626,20.0,1254.1520649087713,-261.6167440941122,1292.2617228150805,-545.156114455954,97.65,822.571556,multi_target_refinement,5,84,30
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch08,8,4,13.709860119575726,13.709860219575726,27.410295165545982,20.0,1250.1817650655514,-534.3702415297447,1263.448276027669,-537.8017361065205,165.7,834.518998,adaptive_localization,3,86,33
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch04,4,1,633.7307627424858,633.7307628424858,1266.899579814624,20.0,67.45803220344526,1369.3339437513744,562.5000000000001,974.2785792574934,141.38,1402.700434,search,3,124,47
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch05,5,1,384.81817865445424,384.81817875445427,769.2862429320994,20.0,528.9798319787761,1357.39894436236,562.5000000000001,974.2785792574934,94.99,1408.700434,search,3,126,48
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch06,6,1,665.9161057979818,665.9161058979818,1331.2426016360635,20.0,19.812598769457647,1359.5134651929138,562.5000000000001,974.2785792574934,144.6,1414.700434,search,4,128,49
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch05,5,2,43.17487569640494,43.17487579640494,86.2390763411668,20.0,507.19809974338574,1593.774951141053,616.3762510828719,1365.0297701938368,115.57,1547.590013,adaptive_localization,4,146,53
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch05,5,3,16.558248105300432,16.558248205300433,33.10284673448654,20.0,514.5506845190737,1578.9491221942758,507.19809974338574,1593.774951141053,296.46,1603.282903,adaptive_localization,3,148,55
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch04,4,2,16.988113101919698,16.9881132019197,33.77947104727514,20.0,90.72829855181827,1350.7735078002454,507.19809974338574,1593.774951141053,210.27,1609.282903,multi_target_refinement,4,150,57
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch06,6,2,21.381451733991916,21.381451833991918,42.67537322893385,20.0,-68.26511444554419,1421.9188953601667,86.66456277516937,1453.5833170400315,191.57,1745.438975,adaptive_localization,4,156,65
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch20,20,2,51.55777384887166,51.55777394887166,102.97364426144603,20.0,-140.84562254624447,1000.0091653939973,-227.3531485056351,727.0800063056721,72.37,2069.719591,adaptive_localization,4,182,72
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch03,3,2,35.756842975337136,35.75684307533714,71.44596769367728,20.0,-312.66841230719245,800.3173304302752,-227.3531485056351,727.0800063056721,139.4,2075.719591,multi_target_refinement,4,184,74
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch03,3,3,3.529728168977839,3.5297282689778386,7.041133718036753,20.0,-328.9470282774472,814.0538167843398,-295.2653802338497,820.6217963469386,191.05,2197.321076,adaptive_localization,4,190,79
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch15,15,2,35.71079190659452,35.710792006594524,71.30020779372522,20.0,-400.1741188150025,206.8499173706554,-613.2868166629391,454.75585207792506,310.64,2306.823611,adaptive_localization,4,194,84
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch15,15,3,12.454881857853534,12.454881957853534,24.900259606748403,20.0,-389.9478796318058,199.75183361542057,-400.1741188150025,206.8499173706554,325.37,2377.206904,adaptive_localization,3,196,86
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch09,9,1,753.6331788852735,753.6331789852735,1507.257864366299,20.0,-1052.5598885922082,-750.137792047193,-1125.0,1.3777276490407724e-13,275.51,2561.038591,search,5,206,90
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch11,11,1,586.1821816421187,586.1821817421187,1171.8455513537153,20.0,-1274.3452861240164,-566.476797261215,-1125.0,1.3777276490407724e-13,255.2,2567.038591,search,3,208,91
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch11,11,2,58.93032567888223,58.93032577888223,117.71733750345561,20.0,-1347.9610902892643,-850.4172665208262,-1379.0288386302816,-538.8182096343965,275.75,2722.178125,adaptive_localization,4,220,95
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch09,9,2,59.37233382760671,59.37233392760671,118.5919980889254,20.0,-1023.1800878387007,-1037.8710391683787,-1174.763397260749,-761.9261782303544,298.83,2839.705831,adaptive_localization,4,226,100
windows_q3_final_004,3,3BEW-YK5X-AE2M-SJND,Q3-3-ch09,9,3,10.667739299415109,10.667739399415108,21.32717577876585,20.0,-1020.8394702342858,-1048.2729150758908,-1023.1800878387007,-1037.8710391683787,282.56,2907.673463,adaptive_localization,3,228,102
