batch,arm,source_stratum,station_index,n_independent_layouts,n_observed_scan_endpoints,n_carried_forward,count_q1,count_median,count_q3,fraction_q1,fraction_median,fraction_q3
round9_main,baseline31,n_sources_16,21,12,6,6,13.75,16.0,16.0,0.859375,1.0,1.0
round9_main,baseline31,n_sources_16,22,12,5,7,14.0,16.0,16.0,0.875,1.0,1.0
round9_main,baseline31,n_sources_16,23,12,5,7,14.75,16.0,16.0,0.921875,1.0,1.0
round9_main,baseline31,n_sources_16,24,12,4,8,15.0,16.0,16.0,0.9375,1.0,1.0
round9_main,baseline31,n_sources_16,25,12,4,8,16.0,16.0,16.0,1.0,1.0,1.0
round9_main,baseline31,n_sources_16,26,12,1,11,16.0,16.0,16.0,1.0,1.0,1.0
round9_main,baseline31,n_sources_16,27,12,1,11,16.0,16.0,16.0,1.0,1.0,1.0
round9_main,baseline31,n_sources_16,28,12,0,12,16.0,16.0,16.0,1.0,1.0,1.0
round9_main,baseline31,n_sources_16,29,12,0,12,16.0,16.0,16.0,1.0,1.0,1.0
round9_main,baseline31,n_sources_16,30,12,0,12,16.0,16.0,16.0,1.0,1.0,1.0
round9_main,baseline31,n_sources_16,31,12,0,12,16.0,16.0,16.0,1.0,1.0,1.0
round9_main,recommended25,all_10_to_16,0,96,96,0,0.0,0.0,0.0,0.0,0.0,0.0
round9_main,recommended25,all_10_to_16,1,96,96,0,0.0,0.0,4.0,0.0,0.0,0.3333333333333333
round9_main,recommended25,all_10_to_16,2,96,96,0,1.75,3.0,6.0,0.11875,0.2403846153846154,0.4375
round9_main,recommended25,all_10_to_16,3,96,96,0,2.0,5.0,6.0,0.17482517482517484,0.34523809523809523,0.5
round9_main,recommended25,all_10_to_16,4,96,96,0,3.0,5.0,7.0,0.25,0.4,0.5744047619047619
round9_main,recommended25,all_10_to_16,5,96,96,0,4.0,6.0,8.0,0.3076923076923077,0.5,0.6153846153846154
round9_main,recommended25,all_10_to_16,6,96,96,0,5.0,8.0,9.0,0.3961538461538462,0.5584415584415584,0.6978021978021978
round9_main,recommended25,all_10_to_16,7,96,96,0,6.0,8.0,10.0,0.4666666666666667,0.6201923076923077,0.75
round9_main,recommended25,all_10_to_16,8,96,96,0,7.0,9.0,11.0,0.5833333333333334,0.6875,0.8181818181818182
round9_main,recommended25,all_10_to_16,9,96,96,0,8.0,10.0,11.0,0.6607142857142857,0.7596153846153846,0.8461538461538461
round9_main,recommended25,all_10_to_16,10,96,96,0,9.0,11.0,12.0,0.7333333333333333,0.8181818181818182,0.9166666666666666
round9_main,recommended25,all_10_to_16,11,96,96,0,10.0,11.0,13.0,0.8136363636363637,0.9090909090909091,0.9375
round9_main,recommended25,all_10_to_16,12,96,94,2,10.0,11.0,13.0,0.842948717948718,0.9258241758241759,1.0
round9_main,recommended25,all_10_to_16,13,96,93,3,10.0,12.0,13.0,0.8571428571428571,0.9285714285714286,1.0
round9_main,recommended25,all_10_to_16,14,96,92,4,10.0,12.0,14.0,0.8642857142857143,0.9354166666666667,1.0
round9_main,recommended25,all_10_to_16,15,96,91,5,10.0,12.0,14.0,0.8729166666666667,1.0,1.0
round9_main,recommended25,all_10_to_16,16,96,91,5,10.0,12.0,14.0,0.89375,1.0,1.0
round9_main,recommended25,all_10_to_16,17,96,91,5,10.0,12.0,14.0,0.9090909090909091,1.0,1.0
round9_main,recommended25,all_10_to_16,18,96,91,5,11.0,12.0,14.0,0.9166666666666666,1.0,1.0
round9_main,recommended25,all_10_to_16,19,96,91,5,11.0,12.0,14.0,0.9285714285714286,1.0,1.0
round9_main,recommended25,all_10_to_16,20,96,89,7,11.0,12.5,14.0,0.9321428571428572,1.0,1.0
round9_main,recommended25,all_10_to_16,21,96,89,7,11.0,13.0,14.0,0.9375,1.0,1.0
round9_main,recommended25,all_10_to_16,22,96,89,7,11.0,13.0,14.0,1.0,1.0,1.0
round9_main,recommended25,all_10_to_16,23,96,86,10,11.0,13.0,14.0,1.0,1.0,1.0
round9_main,recommended25,all_10_to_16,24,96,85,11,11.0,13.0,15.0,1.0,1.0,1.0
round9_main,recommended25,all_10_to_16,25,96,85,11,11.0,13.0,15.0,1.0,1.0,1.0
round9_main,recommended25,all_10_to_16,26,96,0,96,11.0,13.0,15.0,1.0,1.0,1.0
round9_main,recommended25,all_10_to_16,27,96,0,96,11.0,13.0,15.0,1.0,1.0,1.0
round9_main,recommended25,all_10_to_16,28,96,0,96,11.0,13.0,15.0,1.0,1.0,1.0
round9_main,recommended25,all_10_to_16,29,96,0,96,11.0,13.0,15.0,1.0,1.0,1.0
round9_main,recommended25,all_10_to_16,30,96,0,96,11.0,13.0,15.0,1.0,1.0,1.0
round9_main,recommended25,all_10_to_16,31,96,0,96,11.0,13.0,15.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_10,0,9,9,0,0.0,0.0,0.0,0.0,0.0,0.0
round9_main,recommended25,n_sources_10,1,9,9,0,0.0,0.0,4.0,0.0,0.0,0.4
round9_main,recommended25,n_sources_10,2,9,9,0,2.0,3.0,4.0,0.2,0.3,0.4
round9_main,recommended25,n_sources_10,3,9,9,0,2.0,4.0,5.0,0.2,0.4,0.5
round9_main,recommended25,n_sources_10,4,9,9,0,3.0,5.0,6.0,0.3,0.5,0.6
round9_main,recommended25,n_sources_10,5,9,9,0,4.0,5.0,6.0,0.4,0.5,0.6
round9_main,recommended25,n_sources_10,6,9,9,0,4.0,6.0,8.0,0.4,0.6,0.8
round9_main,recommended25,n_sources_10,7,9,9,0,6.0,7.0,8.0,0.6,0.7,0.8
round9_main,recommended25,n_sources_10,8,9,9,0,6.0,7.0,10.0,0.6,0.7,1.0
round9_main,recommended25,n_sources_10,9,9,9,0,6.0,8.0,10.0,0.6,0.8,1.0
round9_main,recommended25,n_sources_10,10,9,9,0,7.0,8.0,10.0,0.7,0.8,1.0
round9_main,recommended25,n_sources_10,11,9,9,0,8.0,9.0,10.0,0.8,0.9,1.0
round9_main,recommended25,n_sources_10,12,9,9,0,9.0,9.0,10.0,0.9,0.9,1.0
round9_main,recommended25,n_sources_10,13,9,9,0,9.0,9.0,10.0,0.9,0.9,1.0
round9_main,recommended25,n_sources_10,14,9,9,0,9.0,10.0,10.0,0.9,1.0,1.0
round9_main,recommended25,n_sources_10,15,9,9,0,9.0,10.0,10.0,0.9,1.0,1.0
round9_main,recommended25,n_sources_10,16,9,9,0,9.0,10.0,10.0,0.9,1.0,1.0
round9_main,recommended25,n_sources_10,17,9,9,0,9.0,10.0,10.0,0.9,1.0,1.0
round9_main,recommended25,n_sources_10,18,9,9,0,9.0,10.0,10.0,0.9,1.0,1.0
round9_main,recommended25,n_sources_10,19,9,9,0,9.0,10.0,10.0,0.9,1.0,1.0
round9_main,recommended25,n_sources_10,20,9,9,0,9.0,10.0,10.0,0.9,1.0,1.0
round9_main,recommended25,n_sources_10,21,9,9,0,9.0,10.0,10.0,0.9,1.0,1.0
round9_main,recommended25,n_sources_10,22,9,9,0,9.0,10.0,10.0,0.9,1.0,1.0
round9_main,recommended25,n_sources_10,23,9,9,0,10.0,10.0,10.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_10,24,9,9,0,10.0,10.0,10.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_10,25,9,9,0,10.0,10.0,10.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_10,26,9,0,9,10.0,10.0,10.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_10,27,9,0,9,10.0,10.0,10.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_10,28,9,0,9,10.0,10.0,10.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_10,29,9,0,9,10.0,10.0,10.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_10,30,9,0,9,10.0,10.0,10.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_10,31,9,0,9,10.0,10.0,10.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,0,18,18,0,0.0,0.0,0.0,0.0,0.0,0.0
round9_main,recommended25,n_sources_11,1,18,18,0,0.0,0.0,0.0,0.0,0.0,0.0
round9_main,recommended25,n_sources_11,2,18,18,0,1.0,2.0,2.75,0.09090909090909091,0.18181818181818182,0.25
round9_main,recommended25,n_sources_11,3,18,18,0,1.25,3.0,4.0,0.11363636363636365,0.2727272727272727,0.36363636363636365
round9_main,recommended25,n_sources_11,4,18,18,0,3.0,4.0,5.75,0.2727272727272727,0.36363636363636365,0.5227272727272727
round9_main,recommended25,n_sources_11,5,18,18,0,3.0,4.5,6.0,0.2727272727272727,0.40909090909090906,0.5454545454545454
round9_main,recommended25,n_sources_11,6,18,18,0,4.0,5.5,7.5,0.36363636363636365,0.5,0.6818181818181819
round9_main,recommended25,n_sources_11,7,18,18,0,5.0,6.0,7.75,0.45454545454545453,0.5454545454545454,0.7045454545454546
round9_main,recommended25,n_sources_11,8,18,18,0,6.0,7.0,9.0,0.5454545454545454,0.6363636363636364,0.8181818181818182
round9_main,recommended25,n_sources_11,9,18,18,0,7.25,8.5,9.0,0.6590909090909091,0.7727272727272727,0.8181818181818182
round9_main,recommended25,n_sources_11,10,18,18,0,9.0,9.0,10.0,0.8181818181818182,0.8181818181818182,0.9090909090909091
round9_main,recommended25,n_sources_11,11,18,18,0,9.25,10.0,10.75,0.8409090909090909,0.9090909090909091,0.9772727272727273
round9_main,recommended25,n_sources_11,12,18,18,0,10.0,10.0,11.0,0.9090909090909091,0.9090909090909091,1.0
round9_main,recommended25,n_sources_11,13,18,18,0,10.0,10.0,11.0,0.9090909090909091,0.9090909090909091,1.0
round9_main,recommended25,n_sources_11,14,18,18,0,10.0,10.0,11.0,0.9090909090909091,0.9090909090909091,1.0
round9_main,recommended25,n_sources_11,15,18,18,0,10.0,10.0,11.0,0.9090909090909091,0.9090909090909091,1.0
round9_main,recommended25,n_sources_11,16,18,18,0,10.0,10.0,11.0,0.9090909090909091,0.9090909090909091,1.0
round9_main,recommended25,n_sources_11,17,18,18,0,10.0,10.5,11.0,0.9090909090909091,0.9545454545454546,1.0
round9_main,recommended25,n_sources_11,18,18,18,0,10.0,11.0,11.0,0.9090909090909091,1.0,1.0
round9_main,recommended25,n_sources_11,19,18,18,0,10.25,11.0,11.0,0.9318181818181818,1.0,1.0
round9_main,recommended25,n_sources_11,20,18,18,0,10.25,11.0,11.0,0.9318181818181818,1.0,1.0
round9_main,recommended25,n_sources_11,21,18,18,0,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,22,18,18,0,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,23,18,18,0,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,24,18,18,0,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,25,18,18,0,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,26,18,0,18,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,27,18,0,18,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,28,18,0,18,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,29,18,0,18,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,30,18,0,18,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_11,31,18,0,18,11.0,11.0,11.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,0,12,12,0,0.0,0.0,0.0,0.0,0.0,0.0
round9_main,recommended25,n_sources_12,1,12,12,0,0.0,4.0,6.0,0.0,0.3333333333333333,0.5
round9_main,recommended25,n_sources_12,2,12,12,0,2.75,5.5,8.0,0.22916666666666666,0.45833333333333337,0.6666666666666666
round9_main,recommended25,n_sources_12,3,12,12,0,3.75,6.5,8.0,0.3125,0.5416666666666667,0.6666666666666666
round9_main,recommended25,n_sources_12,4,12,12,0,3.75,7.0,9.25,0.3125,0.5833333333333334,0.7708333333333334
round9_main,recommended25,n_sources_12,5,12,12,0,5.5,7.0,10.0,0.4583333333333333,0.5833333333333334,0.8333333333333334
round9_main,recommended25,n_sources_12,6,12,12,0,6.5,8.0,10.0,0.5416666666666667,0.6666666666666666,0.8333333333333334
round9_main,recommended25,n_sources_12,7,12,12,0,6.75,8.0,10.0,0.5625,0.6666666666666666,0.8333333333333334
round9_main,recommended25,n_sources_12,8,12,12,0,7.0,9.5,10.25,0.5833333333333334,0.7916666666666667,0.8541666666666667
round9_main,recommended25,n_sources_12,9,12,12,0,8.75,10.0,11.0,0.7291666666666666,0.8333333333333334,0.9166666666666666
round9_main,recommended25,n_sources_12,10,12,12,0,9.75,11.0,11.25,0.8125,0.9166666666666666,0.9375
round9_main,recommended25,n_sources_12,11,12,12,0,10.0,11.0,12.0,0.8333333333333334,0.9166666666666666,1.0
round9_main,recommended25,n_sources_12,12,12,12,0,10.0,11.0,12.0,0.8333333333333334,0.9166666666666666,1.0
round9_main,recommended25,n_sources_12,13,12,12,0,10.75,11.0,12.0,0.8958333333333333,0.9166666666666666,1.0
round9_main,recommended25,n_sources_12,14,12,12,0,10.75,11.0,12.0,0.8958333333333333,0.9166666666666666,1.0
round9_main,recommended25,n_sources_12,15,12,12,0,10.75,11.5,12.0,0.8958333333333333,0.9583333333333333,1.0
round9_main,recommended25,n_sources_12,16,12,12,0,11.0,12.0,12.0,0.9166666666666666,1.0,1.0
round9_main,recommended25,n_sources_12,17,12,12,0,11.0,12.0,12.0,0.9166666666666666,1.0,1.0
round9_main,recommended25,n_sources_12,18,12,12,0,11.0,12.0,12.0,0.9166666666666666,1.0,1.0
round9_main,recommended25,n_sources_12,19,12,12,0,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,20,12,12,0,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,21,12,12,0,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,22,12,12,0,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,23,12,12,0,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,24,12,12,0,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,25,12,12,0,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,26,12,0,12,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,27,12,0,12,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,28,12,0,12,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,29,12,0,12,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,30,12,0,12,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_12,31,12,0,12,12.0,12.0,12.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,0,12,12,0,0.0,0.0,0.0,0.0,0.0,0.0
round9_main,recommended25,n_sources_13,1,12,12,0,0.0,0.0,1.25,0.0,0.0,0.09615384615384616
round9_main,recommended25,n_sources_13,2,12,12,0,2.0,4.5,5.25,0.15384615384615385,0.34615384615384615,0.40384615384615385
round9_main,recommended25,n_sources_13,3,12,12,0,3.5,5.0,7.25,0.2692307692307693,0.38461538461538464,0.5576923076923077
round9_main,recommended25,n_sources_13,4,12,12,0,4.5,6.0,8.0,0.34615384615384615,0.46153846153846156,0.6153846153846154
round9_main,recommended25,n_sources_13,5,12,12,0,6.25,8.0,8.25,0.4807692307692307,0.6153846153846154,0.6346153846153846
round9_main,recommended25,n_sources_13,6,12,12,0,7.5,8.5,10.25,0.576923076923077,0.6538461538461539,0.7884615384615385
round9_main,recommended25,n_sources_13,7,12,12,0,7.5,9.0,11.0,0.576923076923077,0.6923076923076923,0.8461538461538461
round9_main,recommended25,n_sources_13,8,12,12,0,9.0,10.0,11.25,0.6923076923076923,0.7692307692307692,0.8653846153846154
round9_main,recommended25,n_sources_13,9,12,12,0,10.0,11.0,12.0,0.7692307692307693,0.8461538461538461,0.9230769230769231
round9_main,recommended25,n_sources_13,10,12,12,0,11.0,11.0,12.0,0.8461538461538461,0.8461538461538461,0.9230769230769231
round9_main,recommended25,n_sources_13,11,12,12,0,11.0,12.0,13.0,0.8461538461538461,0.9230769230769231,1.0
round9_main,recommended25,n_sources_13,12,12,12,0,12.0,13.0,13.0,0.9230769230769231,1.0,1.0
round9_main,recommended25,n_sources_13,13,12,12,0,12.0,13.0,13.0,0.9230769230769231,1.0,1.0
round9_main,recommended25,n_sources_13,14,12,12,0,12.0,13.0,13.0,0.9230769230769231,1.0,1.0
round9_main,recommended25,n_sources_13,15,12,12,0,12.0,13.0,13.0,0.9230769230769231,1.0,1.0
round9_main,recommended25,n_sources_13,16,12,12,0,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,17,12,12,0,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,18,12,12,0,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,19,12,12,0,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,20,12,12,0,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,21,12,12,0,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,22,12,12,0,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,23,12,12,0,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,24,12,12,0,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,25,12,12,0,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,26,12,0,12,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,27,12,0,12,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,28,12,0,12,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,29,12,0,12,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,30,12,0,12,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_13,31,12,0,12,13.0,13.0,13.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_14,0,20,20,0,0.0,0.0,0.0,0.0,0.0,0.0
round9_main,recommended25,n_sources_14,1,20,20,0,0.0,0.0,0.25,0.0,0.0,0.017857142857142856
round9_main,recommended25,n_sources_14,2,20,20,0,2.0,3.5,5.0,0.14285714285714285,0.25,0.35714285714285715
round9_main,recommended25,n_sources_14,3,20,20,0,3.0,5.0,6.0,0.21428571428571427,0.35714285714285715,0.42857142857142855
round9_main,recommended25,n_sources_14,4,20,20,0,3.0,5.0,7.0,0.21428571428571427,0.35714285714285715,0.5
round9_main,recommended25,n_sources_14,5,20,20,0,4.5,6.0,8.0,0.32142857142857145,0.42857142857142855,0.5714285714285714
round9_main,recommended25,n_sources_14,6,20,20,0,5.5,8.0,9.0,0.39285714285714285,0.5714285714285714,0.6428571428571429
round9_main,recommended25,n_sources_14,7,20,20,0,7.0,8.0,10.0,0.5,0.5714285714285714,0.7142857142857143
round9_main,recommended25,n_sources_14,8,20,20,0,8.75,9.5,11.0,0.625,0.6785714285714286,0.7857142857142857
round9_main,recommended25,n_sources_14,9,20,20,0,8.75,10.5,11.25,0.625,0.75,0.8035714285714286
round9_main,recommended25,n_sources_14,10,20,20,0,9.5,11.5,12.0,0.6785714285714286,0.8214285714285714,0.8571428571428571
round9_main,recommended25,n_sources_14,11,20,20,0,9.75,12.5,13.0,0.6964285714285714,0.8928571428571428,0.9285714285714286
round9_main,recommended25,n_sources_14,12,20,20,0,9.75,13.0,14.0,0.6964285714285714,0.9285714285714286,1.0
round9_main,recommended25,n_sources_14,13,20,20,0,10.0,13.0,14.0,0.7142857142857143,0.9285714285714286,1.0
round9_main,recommended25,n_sources_14,14,20,20,0,10.75,13.0,14.0,0.7678571428571428,0.9285714285714286,1.0
round9_main,recommended25,n_sources_14,15,20,20,0,11.5,13.0,14.0,0.8214285714285714,0.9285714285714286,1.0
round9_main,recommended25,n_sources_14,16,20,20,0,11.75,13.0,14.0,0.8392857142857142,0.9285714285714286,1.0
round9_main,recommended25,n_sources_14,17,20,20,0,12.75,13.0,14.0,0.9107142857142857,0.9285714285714286,1.0
round9_main,recommended25,n_sources_14,18,20,20,0,13.0,13.5,14.0,0.9285714285714286,0.9642857142857143,1.0
round9_main,recommended25,n_sources_14,19,20,20,0,13.0,14.0,14.0,0.9285714285714286,1.0,1.0
round9_main,recommended25,n_sources_14,20,20,20,0,13.0,14.0,14.0,0.9285714285714286,1.0,1.0
round9_main,recommended25,n_sources_14,21,20,20,0,13.0,14.0,14.0,0.9285714285714286,1.0,1.0
round9_main,recommended25,n_sources_14,22,20,20,0,13.0,14.0,14.0,0.9285714285714286,1.0,1.0
round9_main,recommended25,n_sources_14,23,20,20,0,14.0,14.0,14.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_14,24,20,20,0,14.0,14.0,14.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_14,25,20,20,0,14.0,14.0,14.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_14,26,20,0,20,14.0,14.0,14.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_14,27,20,0,20,14.0,14.0,14.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_14,28,20,0,20,14.0,14.0,14.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_14,29,20,0,20,14.0,14.0,14.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_14,30,20,0,20,14.0,14.0,14.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_14,31,20,0,20,14.0,14.0,14.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_15,0,13,13,0,0.0,0.0,0.0,0.0,0.0,0.0
round9_main,recommended25,n_sources_15,1,13,13,0,0.0,0.0,5.0,0.0,0.0,0.3333333333333333
round9_main,recommended25,n_sources_15,2,13,13,0,1.0,2.0,6.0,0.06666666666666667,0.13333333333333333,0.4
round9_main,recommended25,n_sources_15,3,13,13,0,1.0,2.0,6.0,0.06666666666666667,0.13333333333333333,0.4
round9_main,recommended25,n_sources_15,4,13,13,0,2.0,4.0,7.0,0.13333333333333333,0.26666666666666666,0.4666666666666667
round9_main,recommended25,n_sources_15,5,13,13,0,4.0,6.0,7.0,0.26666666666666666,0.4,0.4666666666666667
round9_main,recommended25,n_sources_15,6,13,13,0,6.0,6.0,8.0,0.4,0.4,0.5333333333333333
round9_main,recommended25,n_sources_15,7,13,13,0,7.0,8.0,10.0,0.4666666666666667,0.5333333333333333,0.6666666666666666
round9_main,recommended25,n_sources_15,8,13,13,0,8.0,9.0,11.0,0.5333333333333333,0.6,0.7333333333333333
round9_main,recommended25,n_sources_15,9,13,13,0,9.0,10.0,12.0,0.6,0.6666666666666666,0.8
round9_main,recommended25,n_sources_15,10,13,13,0,10.0,11.0,13.0,0.6666666666666666,0.7333333333333333,0.8666666666666667
round9_main,recommended25,n_sources_15,11,13,13,0,10.0,13.0,13.0,0.6666666666666666,0.8666666666666667,0.8666666666666667
round9_main,recommended25,n_sources_15,12,13,13,0,11.0,13.0,14.0,0.7333333333333333,0.8666666666666667,0.9333333333333333
round9_main,recommended25,n_sources_15,13,13,13,0,11.0,13.0,15.0,0.7333333333333333,0.8666666666666667,1.0
round9_main,recommended25,n_sources_15,14,13,13,0,12.0,14.0,15.0,0.8,0.9333333333333333,1.0
round9_main,recommended25,n_sources_15,15,13,13,0,12.0,15.0,15.0,0.8,1.0,1.0
round9_main,recommended25,n_sources_15,16,13,13,0,12.0,15.0,15.0,0.8,1.0,1.0
round9_main,recommended25,n_sources_15,17,13,13,0,12.0,15.0,15.0,0.8,1.0,1.0
round9_main,recommended25,n_sources_15,18,13,13,0,12.0,15.0,15.0,0.8,1.0,1.0
round9_main,recommended25,n_sources_15,19,13,13,0,12.0,15.0,15.0,0.8,1.0,1.0
round9_main,recommended25,n_sources_15,20,13,13,0,13.0,15.0,15.0,0.8666666666666667,1.0,1.0
round9_main,recommended25,n_sources_15,21,13,13,0,13.0,15.0,15.0,0.8666666666666667,1.0,1.0
round9_main,recommended25,n_sources_15,22,13,13,0,14.0,15.0,15.0,0.9333333333333333,1.0,1.0
round9_main,recommended25,n_sources_15,23,13,13,0,15.0,15.0,15.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_15,24,13,13,0,15.0,15.0,15.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_15,25,13,13,0,15.0,15.0,15.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_15,26,13,0,13,15.0,15.0,15.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_15,27,13,0,13,15.0,15.0,15.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_15,28,13,0,13,15.0,15.0,15.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_15,29,13,0,13,15.0,15.0,15.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_15,30,13,0,13,15.0,15.0,15.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_15,31,13,0,13,15.0,15.0,15.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_16,0,12,12,0,0.0,0.0,0.0,0.0,0.0,0.0
round9_main,recommended25,n_sources_16,1,12,12,0,0.0,0.0,4.75,0.0,0.0,0.296875
round9_main,recommended25,n_sources_16,2,12,12,0,2.75,3.5,7.25,0.171875,0.21875,0.453125
round9_main,recommended25,n_sources_16,3,12,12,0,3.5,5.0,7.25,0.21875,0.3125,0.453125
round9_main,recommended25,n_sources_16,4,12,12,0,4.75,7.0,8.5,0.296875,0.4375,0.53125
round9_main,recommended25,n_sources_16,5,12,12,0,6.0,8.0,10.0,0.375,0.5,0.625
round9_main,recommended25,n_sources_16,6,12,12,0,6.75,9.0,10.25,0.421875,0.5625,0.640625
round9_main,recommended25,n_sources_16,7,12,12,0,8.0,10.0,11.0,0.5,0.625,0.6875
round9_main,recommended25,n_sources_16,8,12,12,0,10.0,11.0,11.0,0.625,0.6875,0.6875
round9_main,recommended25,n_sources_16,9,12,12,0,10.75,12.0,12.0,0.671875,0.75,0.75
round9_main,recommended25,n_sources_16,10,12,12,0,11.75,13.0,13.25,0.734375,0.8125,0.828125
round9_main,recommended25,n_sources_16,11,12,12,0,13.5,14.0,15.0,0.84375,0.875,0.9375
round9_main,recommended25,n_sources_16,12,12,10,2,14.5,15.0,15.25,0.90625,0.9375,0.953125
round9_main,recommended25,n_sources_16,13,12,9,3,14.5,15.0,16.0,0.90625,0.9375,1.0
round9_main,recommended25,n_sources_16,14,12,8,4,14.75,15.0,16.0,0.921875,0.9375,1.0
round9_main,recommended25,n_sources_16,15,12,7,5,14.75,15.0,16.0,0.921875,0.9375,1.0
round9_main,recommended25,n_sources_16,16,12,7,5,14.75,15.0,16.0,0.921875,0.9375,1.0
round9_main,recommended25,n_sources_16,17,12,7,5,14.75,15.0,16.0,0.921875,0.9375,1.0
round9_main,recommended25,n_sources_16,18,12,7,5,15.0,15.0,16.0,0.9375,0.9375,1.0
round9_main,recommended25,n_sources_16,19,12,7,5,15.0,16.0,16.0,0.9375,1.0,1.0
round9_main,recommended25,n_sources_16,20,12,5,7,15.0,16.0,16.0,0.9375,1.0,1.0
round9_main,recommended25,n_sources_16,21,12,5,7,15.0,16.0,16.0,0.9375,1.0,1.0
round9_main,recommended25,n_sources_16,22,12,5,7,16.0,16.0,16.0,1.0,1.0,1.0
round9_main,recommended25,n_sources_16,23,12,2,10,16.0,16.0,16.0,1.0,1.0,1.0
