case_id,I,IV,REF,V
holdout_40002_negative,6013.667732,5894.708875,6013.667732,5894.708875
holdout_40032_spatial_hash,4804.990427,4759.544995,4804.990427,4759.544995
outer_holdout_50000_positive,5330.473691,5365.594372,5330.473691,5365.594372
structured_dev_5_positive,2907.887585,2761.562251,2907.890313,2761.587032
