rounding,case_id,baseline,candidate,change_s,change_pct,baseline_success,candidate_success,movement_s_difference,switch_s_difference,detection_s_difference,optical_s_difference,laser_s_difference
pre_round_stress,final_reception_edge_910059_positive,4565.24894,3968.701239,-596.5477010000004,-13.067145052554363,True,True,-599.5476995428353,-9.0,30.0,-18.0,0.0
pre_round_stress,final_reception_edge_910059_negative,5003.486528,3939.559212,-1063.9273160000002,-21.263719009657745,True,True,-1067.927318256065,1.0,90.0,-87.0,0.0
pre_round_stress,final_uniform_910060_spatial_hash,4616.067923,3847.374847,-768.6930759999996,-16.652551236733604,True,True,-826.6930813115919,8.0,95.0,-45.0,0.0
pre_round_stress,final_uniform_910060_smooth,4212.602188,3662.090263,-550.5119249999998,-13.068215331800992,True,True,-595.5119247883986,4.0,80.0,-39.0,0.0
pre_round_stress,final_uniform_910060_positive,3986.42239,3860.157054,-126.26533600000039,-3.167384778811666,True,True,-179.2653352520706,6.0,65.0,-18.0,0.0
pre_round_stress,final_uniform_910060_negative,4819.050457,3659.765419,-1159.2850380000004,-24.056295910246373,True,True,-1180.2850369221724,10.0,95.0,-84.0,0.0
pre_round_stress,final_outer_910061_spatial_hash,2870.915079,2784.778208,-86.1368709999997,-3.0003280706583313,True,True,-139.13687423332294,15.0,80.0,-42.0,0.0
pre_round_stress,final_outer_910061_smooth,2886.987793,2786.065303,-100.92248999999993,-3.495771275677162,True,True,-135.9224907874907,14.0,75.0,-54.0,0.0
pre_round_stress,final_outer_910061_positive,2781.91108,2786.352429,4.441349000000173,0.1596510050925204,True,True,-63.55865329597805,13.0,70.0,-15.0,0.0
pre_round_stress,final_outer_910061_negative,3032.550017,2784.376842,-248.1731749999999,-8.183646555169076,True,True,-217.173179672096,14.0,75.0,-120.0,0.0
pre_round_stress,final_cluster_910062_spatial_hash,2116.785396,2013.788152,-102.99724400000014,-4.8657385956379695,True,True,-132.99724492576638,5.0,25.0,0.0,0.0
pre_round_stress,final_cluster_910062_smooth,2113.67536,2008.169247,-105.50611300000014,-4.99159497227617,True,True,-135.50611454039245,5.0,25.0,0.0,0.0
pre_round_stress,final_cluster_910062_positive,2108.830581,2010.699361,-98.13122000000021,-4.6533477313984495,True,True,-128.13121863080733,5.0,25.0,0.0,0.0
pre_round_stress,final_cluster_910062_negative,2295.070053,2041.012524,-254.05752899999993,-11.069706942840751,True,True,-290.05752974126403,6.0,30.0,0.0,0.0
pre_round_stress,final_min_radius_910063_spatial_hash,3818.258036,3322.097813,-496.1602230000003,-12.994413115143388,True,True,-551.1602227525386,5.0,50.0,0.0,0.0
pre_round_stress,final_min_radius_910063_smooth,3947.634785,3284.635409,-662.9993760000002,-16.794850894495806,True,True,-695.9993767389396,3.0,45.0,-15.0,0.0
pre_round_stress,final_min_radius_910063_positive,3753.706241,3354.314068,-399.39217299999973,-10.63994216269839,True,True,-453.3921740915375,5.0,55.0,-6.0,0.0
pre_round_stress,final_min_radius_910063_negative,3936.184148,3252.152377,-684.0317709999999,-17.378042928900083,True,True,-715.0317692844505,3.0,40.0,-12.0,0.0
pre_round_stress,final_radial_910064_spatial_hash,2913.658248,2682.791205,-230.8670430000002,-7.923614348335894,True,True,-278.86704205320257,11.0,70.0,-33.0,0.0
pre_round_stress,final_radial_910064_smooth,2828.824976,2635.874607,-192.95036899999968,-6.820866283245075,True,True,-251.9503728902373,14.0,75.0,-30.0,0.0
pre_round_stress,final_radial_910064_positive,2849.236703,2674.392448,-174.84425499999998,-6.1365296472526865,True,True,-228.84425317239402,11.0,70.0,-27.0,0.0
pre_round_stress,final_radial_910064_negative,2732.196511,2654.363959,-77.8325520000003,-2.8487172019524,True,True,-143.8325515905235,14.0,85.0,-33.0,0.0
pre_round_stress,final_reception_edge_910065_spatial_hash,4220.609184,3944.572313,-276.0368709999998,-6.54021395883878,True,True,-344.03687447359835,9.0,95.0,-36.0,0.0
pre_round_stress,final_reception_edge_910065_smooth,4525.892294,3601.172826,-924.7194680000002,-20.43176036747286,True,True,-1004.7194662099855,16.0,115.0,-51.0,0.0
pre_round_stress,final_reception_edge_910065_positive,4274.95344,4025.996176,-248.95726400000012,-5.8236251574239395,True,True,-289.9572640074739,2.0,60.0,-21.0,0.0
pre_round_stress,final_reception_edge_910065_negative,4222.084873,3458.462199,-763.6226739999997,-18.08638852533081,True,True,-759.622673704238,6.0,80.0,-90.0,0.0
pre_round_stress,final_uniform_910066_spatial_hash,4252.421587,3488.374235,-764.0473519999996,-17.967347224831954,True,True,-808.0473507365741,9.0,80.0,-45.0,0.0
pre_round_stress,final_uniform_910066_smooth,4197.904432,3530.737201,-667.1672310000004,-15.892863732539597,True,True,-731.167229590872,7.0,75.0,-18.0,0.0
pre_round_stress,final_uniform_910066_positive,4184.988902,3568.983621,-616.0052810000002,-14.719400586835773,True,True,-680.00528000339,6.0,70.0,-12.0,0.0
pre_round_stress,final_uniform_910066_negative,4353.949569,3445.154868,-908.7947010000003,-20.872880739606934,True,True,-904.794699441728,7.0,55.0,-66.0,0.0
pre_round_stress,final_outer_910067_spatial_hash,3753.084889,3466.326845,-286.75804400000015,-7.640595736069433,True,True,-261.7580433853486,-4.0,0.0,-21.0,0.0
pre_round_stress,final_outer_910067_smooth,3694.607513,3438.615162,-255.99235099999987,-6.928810437895083,True,True,-299.9923455949056,8.0,60.0,-24.0,0.0
pre_round_stress,final_outer_910067_positive,3548.62047,3430.099497,-118.52097299999969,-3.339916849434166,True,True,-85.52097509217629,-5.0,-10.0,-18.0,0.0
pre_round_stress,final_outer_910067_negative,3689.064072,3440.24579,-248.81828200000018,-6.744753605352949,True,True,-160.81828096955496,-5.0,-5.0,-78.0,0.0
pre_round_stress,final_cluster_910068_spatial_hash,2096.21697,2021.871896,-74.34507399999984,-3.546630671537776,True,True,-137.3450725460732,14.0,70.0,-21.0,0.0
pre_round_stress,final_cluster_910068_smooth,2120.777261,2029.940596,-90.83666500000027,-4.283177996597742,True,True,-150.83666580714907,14.0,70.0,-24.0,0.0
pre_round_stress,final_cluster_910068_positive,2048.451949,2003.306738,-45.14521099999979,-2.203869659819868,True,True,-129.14521161890798,14.0,70.0,0.0,0.0
pre_round_stress,final_cluster_910068_negative,2281.220667,2017.928802,-263.29186500000014,-11.541709612259975,True,True,-263.29186488281994,14.0,70.0,-84.0,0.0
pre_round_stress,final_min_radius_910069_spatial_hash,3657.747965,3194.73092,-463.01704500000005,-12.658527854583879,True,True,-520.0170460580962,7.0,50.0,0.0,0.0
pre_round_stress,final_min_radius_910069_smooth,3499.70749,3199.207138,-300.50035199999957,-8.586441948609814,True,True,-335.50034881333295,3.0,35.0,-3.0,0.0
pre_round_stress,final_min_radius_910069_positive,3696.26898,3200.536762,-495.73221799999965,-13.411692186968482,True,True,-522.7322194141261,3.0,30.0,-6.0,0.0
pre_round_stress,final_min_radius_910069_negative,3764.647661,3176.237996,-588.4096650000001,-15.629873443287956,True,True,-624.4096656490592,6.0,45.0,-15.0,0.0
pre_round_stress,final_radial_910070_spatial_hash,2685.234591,2513.587683,-171.6469079999997,-6.392249994667221,True,True,-218.6469068574802,8.0,45.0,-6.0,0.0
pre_round_stress,final_radial_910070_smooth,2674.325123,2578.348735,-95.97638800000004,-3.5888077771312976,True,True,-140.97638817405937,9.0,45.0,-9.0,0.0
pre_round_stress,final_radial_910070_positive,2492.77578,2491.676005,-1.099775000000136,-0.044118488667288513,True,True,-38.09977295501267,6.0,40.0,-9.0,0.0
pre_round_stress,final_radial_910070_negative,2651.864825,2567.966079,-83.8987460000003,-3.163764050454576,True,True,-109.89874808689183,8.0,45.0,-27.0,0.0
pre_round_stress,final_reception_edge_910071_spatial_hash,3767.160049,3404.379972,-362.7800769999999,-9.630068069348441,True,True,-345.7800794045679,-2.0,30.0,-45.0,0.0
pre_round_stress,final_reception_edge_910071_smooth,3793.535261,3432.565275,-360.96998600000006,-9.515398201540537,True,True,-412.96998537737954,4.0,75.0,-27.0,0.0
pre_round_stress,final_reception_edge_910071_positive,3693.701814,3381.547829,-312.1539849999999,-8.45097955164823,True,True,-360.1539812036044,4.0,65.0,-21.0,0.0
pre_round_stress,final_reception_edge_910071_negative,3765.552797,3401.948364,-363.604433,-9.656070505496084,True,True,-379.6044301275315,3.0,70.0,-57.0,0.0
pre_round_stress,final_uniform_910072_spatial_hash,4086.113334,3114.830028,-971.2833060000003,-23.770346698856404,True,True,-1041.28330774929,9.0,70.0,-9.0,0.0
pre_round_stress,final_uniform_910072_smooth,3924.458468,3114.867228,-809.5912399999997,-20.62937464114857,True,True,-816.5912392802206,1.0,30.0,-24.0,0.0
pre_round_stress,final_uniform_910072_positive,4075.667007,3094.598392,-981.0686150000001,-24.07136336984853,True,True,-1082.0686144440056,14.0,90.0,-3.0,0.0
pre_round_stress,final_uniform_910072_negative,3901.422838,3230.231482,-671.1913559999998,-17.203758317672513,True,True,-721.1913552768983,13.0,85.0,-48.0,0.0
pre_round_stress,final_outer_910073_spatial_hash,3057.116004,2885.192052,-171.9239520000001,-5.623730070270505,True,True,-228.92394884987925,18.0,90.0,-51.0,0.0
pre_round_stress,final_outer_910073_smooth,3072.512479,2887.644773,-184.867706,-6.016825228978995,True,True,-208.86770340917337,17.0,85.0,-78.0,0.0
pre_round_stress,final_outer_910073_positive,2986.701109,2857.394842,-129.30626699999993,-4.329400977230491,True,True,-207.3062708932082,16.0,80.0,-18.0,0.0
pre_round_stress,final_outer_910073_negative,3089.955602,2862.494986,-227.46061599999985,-7.361290752940719,True,True,-233.46061481781976,17.0,85.0,-96.0,0.0
pre_round_stress,final_cluster_910074_spatial_hash,2129.812628,2074.064824,-55.74780400000009,-2.6174980496922906,True,True,-133.74780476510227,13.0,65.0,0.0,0.0
pre_round_stress,final_cluster_910074_smooth,2142.592323,2070.415462,-72.17686099999992,-3.368669822308512,True,True,-138.17686033464383,13.0,65.0,-12.0,0.0
pre_round_stress,final_cluster_910074_positive,2091.068485,2068.785718,-22.282766999999694,-1.0656163181570588,True,True,-100.28276648842052,13.0,65.0,0.0,0.0
pre_round_stress,final_cluster_910074_negative,2216.539637,2118.030828,-98.50880899999993,-4.444261106619674,True,True,-146.50880631169366,15.0,75.0,-42.0,0.0
pre_round_stress,final_min_radius_910075_spatial_hash,4017.116582,4062.422907,45.306325000000015,1.1278319679097537,True,True,-17.69367560051569,4.0,65.0,-6.0,0.0
pre_round_stress,final_min_radius_910075_smooth,4099.078122,4064.228395,-34.8497269999998,-0.8501845039975975,True,True,-33.849729099839806,-1.0,30.0,-30.0,0.0
pre_round_stress,final_min_radius_910075_positive,3934.416816,3933.928328,-0.4884879999999612,-0.012415766372630976,True,True,-45.48849033638544,4.0,50.0,-9.0,0.0
pre_round_stress,final_min_radius_910075_negative,3959.157402,3959.182919,0.025517000000036205,0.0006445058230664102,True,True,-38.974482168050145,4.0,50.0,-15.0,0.0
pre_round_stress,final_radial_910076_spatial_hash,2471.201266,2615.324181,144.12291499999992,5.832099432082427,True,True,16.122917094990953,22.0,115.0,-9.0,0.0
pre_round_stress,final_radial_910076_smooth,2503.930383,2605.099176,101.16879300000028,4.04039959285083,True,True,16.16879124834486,16.0,90.0,-21.0,0.0
pre_round_stress,final_radial_910076_positive,2447.864313,2647.114853,199.25054,8.139770613176145,True,True,101.25054074477544,17.0,90.0,-9.0,0.0
pre_round_stress,final_radial_910076_negative,2871.502577,2624.355905,-247.1466720000003,-8.606876204102399,True,True,-282.1466759881489,22.0,115.0,-102.0,0.0
pre_round_stress,final_reception_edge_910077_spatial_hash,4110.059836,3651.405284,-458.6545520000004,-11.1593156864201,True,True,-558.6545509143816,12.0,115.0,-27.0,0.0
pre_round_stress,final_reception_edge_910077_smooth,4256.427843,3596.558771,-659.8690720000004,-15.50288402246034,True,True,-761.8690740486477,13.0,125.0,-36.0,0.0
pre_round_stress,final_reception_edge_910077_positive,3910.518179,3627.983986,-282.53419299999996,-7.224980937750036,True,True,-340.53419354027847,6.0,70.0,-18.0,0.0
pre_round_stress,final_reception_edge_910077_negative,4228.559843,3618.038674,-610.5211690000001,-14.438040176034473,True,True,-659.5211615576809,11.0,110.0,-72.0,0.0
pre_round_stress,final_uniform_910078_spatial_hash,3481.899313,3055.45715,-426.4421629999997,-12.247400762217264,True,True,-470.4421651812786,5.0,45.0,-6.0,0.0
pre_round_stress,final_uniform_910078_smooth,3564.096603,3078.720073,-485.37653,-13.618500957337831,True,True,-523.3765264347867,5.0,45.0,-12.0,0.0
pre_round_stress,final_uniform_910078_positive,3469.362245,3090.170718,-379.19152699999995,-10.929718496432184,True,True,-423.19152659475367,5.0,45.0,-6.0,0.0
pre_round_stress,final_uniform_910078_negative,3579.344546,3042.733066,-536.61148,-14.991892317258914,True,True,-535.6114804034669,5.0,45.0,-51.0,0.0
pre_round_stress,final_outer_910079_spatial_hash,4028.008441,3293.184883,-734.823558,-18.24285049952804,True,True,-811.8235556505365,12.0,95.0,-30.0,0.0
pre_round_stress,final_outer_910079_smooth,4083.638788,3315.845569,-767.7932190000001,-18.80169277596744,True,True,-839.7932199543175,12.0,90.0,-30.0,0.0
pre_round_stress,final_outer_910079_positive,3857.184617,3277.995965,-579.1886519999998,-15.015839517955843,True,True,-652.1886577358041,10.0,75.0,-12.0,0.0
pre_round_stress,final_outer_910079_negative,4371.531118,3271.73308,-1099.798038,-25.158188477065302,True,True,-1121.7980437775554,12.0,85.0,-75.0,0.0
pre_round_stress,final_cluster_910080_spatial_hash,1133.795595,1027.210306,-106.5852890000001,-9.400749964988186,True,True,-183.5852856811349,18.0,95.0,-36.0,0.0
pre_round_stress,final_cluster_910080_smooth,1463.316544,1020.375482,-442.941062,-30.269668160056007,True,True,-505.94105748189315,18.0,90.0,-45.0,0.0
pre_round_stress,final_cluster_910080_positive,1086.140573,1046.469184,-39.67138899999986,-3.652509627775402,True,True,-123.67138991906597,18.0,90.0,-24.0,0.0
pre_round_stress,final_cluster_910080_negative,1372.992745,1052.199596,-320.7931490000001,-23.364518870782536,True,True,-296.7931523230917,19.0,95.0,-138.0,0.0
pre_round_stress,final_min_radius_910081_spatial_hash,3687.286913,3054.239379,-633.0475339999998,-17.16838284995155,True,True,-665.0475336100826,0.0,35.0,-3.0,0.0
pre_round_stress,final_min_radius_910081_smooth,3701.821067,3226.067829,-475.7532379999998,-12.851870184680648,True,True,-476.7532401489648,-2.0,15.0,-12.0,0.0
pre_round_stress,final_min_radius_910081_positive,3785.063514,3197.216992,-587.8465219999998,-15.530691092123107,True,True,-612.8465167078384,0.0,25.0,0.0,0.0
pre_round_stress,final_min_radius_910081_negative,3743.317152,3038.357178,-704.9599739999999,-18.832493891770564,True,True,-704.9599760584665,0.0,30.0,-30.0,0.0
pre_round_stress,final_radial_910082_spatial_hash,2733.445622,2493.683771,-239.7618510000002,-8.771414696172808,True,True,-290.76185147902356,11.0,55.0,-15.0,0.0
pre_round_stress,final_radial_910082_smooth,2746.150866,2504.12897,-242.02189599999974,-8.813131827404842,True,True,-290.02190089757687,11.0,55.0,-18.0,0.0
pre_round_stress,final_radial_910082_positive,2570.823091,2477.096631,-93.72646000000032,-3.645776340197049,True,True,-140.72646016596173,8.0,45.0,-6.0,0.0
pre_round_stress,final_radial_910082_negative,2797.201963,2549.969539,-247.2324239999998,-8.838561793902178,True,True,-272.2324230122649,9.0,55.0,-39.0,0.0
pre_round_stress,final_reception_edge_910083_spatial_hash,3660.736459,3421.399526,-239.33693300000004,-6.537944910281235,True,True,-386.33693428236165,22.0,140.0,-15.0,0.0
pre_round_stress,final_reception_edge_910083_smooth,3719.027963,3406.906447,-312.12151600000016,-8.392556310553346,True,True,-429.1215136230112,21.0,120.0,-24.0,0.0
pre_round_stress,final_reception_edge_910083_positive,3779.275242,3424.216194,-355.0590480000001,-9.39489783792784,True,True,-476.0590505036271,20.0,125.0,-24.0,0.0
pre_round_stress,final_reception_edge_910083_negative,3877.677432,3426.440691,-451.23674100000017,-11.63677868809383,True,True,-543.236739389552,21.0,140.0,-69.0,0.0
pre_round_stress,final_uniform_910084_spatial_hash,4288.703057,3553.319128,-735.3839289999996,-17.14700036878771,True,True,-754.3839295886537,3.0,70.0,-54.0,0.0
pre_round_stress,final_uniform_910084_smooth,4311.355064,3570.081257,-741.2738070000005,-17.193522593155652,True,True,-770.2738050395651,2.0,75.0,-48.0,0.0
pre_round_stress,final_uniform_910084_positive,4043.071793,3600.01401,-443.0577830000002,-10.958444610533292,True,True,-530.0577770525942,9.0,90.0,-12.0,0.0
pre_round_stress,final_uniform_910084_negative,4435.842282,3485.346995,-950.4952869999997,-21.42761682165687,True,True,-890.4952906549211,3.0,45.0,-108.0,0.0
pre_round_stress,final_outer_910085_spatial_hash,2703.906093,2580.982175,-122.92391799999996,-4.546160767869534,True,True,-162.923919403931,8.0,50.0,-18.0,0.0
pre_round_stress,final_outer_910085_smooth,2730.308654,2623.163161,-107.14549299999999,-3.9242996517272144,True,True,-160.1454941629072,10.0,55.0,-12.0,0.0
pre_round_stress,final_outer_910085_positive,2653.532745,2584.861235,-68.67151000000013,-2.5879277400814638,True,True,-113.67150900212914,10.0,50.0,-15.0,0.0
pre_round_stress,final_outer_910085_negative,2662.728583,2578.265635,-84.46294799999987,-3.1720449669278117,True,True,-101.46294507852713,8.0,45.0,-36.0,0.0
pre_round_stress,final_cluster_910086_spatial_hash,2201.93819,2185.0955,-16.842689999999948,-0.7649029421666009,True,True,-79.84268633593547,11.0,55.0,-3.0,0.0
pre_round_stress,final_cluster_910086_smooth,2156.573036,2175.759455,19.186419000000114,0.8896716540417682,True,True,-46.813581764514765,11.0,55.0,0.0,0.0
pre_round_stress,final_cluster_910086_positive,2202.724386,2174.881743,-27.842642999999953,-1.2640093866014834,True,True,-93.84264291758132,11.0,55.0,0.0,0.0
pre_round_stress,final_cluster_910086_negative,2211.848769,2175.15098,-36.697789000000284,-1.6591454856378696,True,True,-90.69779249739304,11.0,55.0,-12.0,0.0
pre_round_stress,final_min_radius_910087_spatial_hash,4158.207286,3260.719808,-897.487478,-21.583519441700094,True,True,-945.4874798368974,2.0,55.0,-9.0,0.0
pre_round_stress,final_min_radius_910087_smooth,4469.265697,3232.807106,-1236.4585909999996,-27.6658107802804,True,True,-1275.4585889197506,1.0,50.0,-12.0,0.0
pre_round_stress,final_min_radius_910087_positive,4481.611033,3273.315117,-1208.295916,-26.961195585757114,True,True,-1248.2959137426915,1.0,45.0,-6.0,0.0
pre_round_stress,final_min_radius_910087_negative,3838.529699,3171.107875,-667.421824,-17.387434156726055,True,True,-610.4218291059369,-10.0,-20.0,-27.0,0.0
pre_round_stress,final_radial_910088_spatial_hash,2810.419999,2481.037435,-329.382564,-11.720047683876444,True,True,-419.38256542466183,21.0,105.0,-36.0,0.0
pre_round_stress,final_radial_910088_smooth,3028.134584,2544.123143,-484.0114410000001,-15.983815367963183,True,True,-515.0114419613992,9.0,55.0,-33.0,0.0
pre_round_stress,final_radial_910088_positive,2971.305693,2541.586239,-429.7194539999996,-14.462310458744154,True,True,-476.7194518327465,11.0,60.0,-24.0,0.0
pre_round_stress,final_radial_910088_negative,2828.666446,2615.848155,-212.81829100000004,-7.523626240942793,True,True,-221.81828665123294,11.0,70.0,-72.0,0.0
pre_round_stress,final_reception_edge_910089_spatial_hash,4905.88793,3484.867337,-1421.0205929999997,-28.96561465072032,True,True,-1458.0205940668184,3.0,70.0,-36.0,0.0
pre_round_stress,final_reception_edge_910089_smooth,4379.640457,3462.432893,-917.2075640000003,-20.94253108229519,True,True,-947.2075632430328,4.0,65.0,-39.0,0.0
pre_round_stress,final_reception_edge_910089_positive,4299.018983,3464.310869,-834.708114,-19.416246294811955,True,True,-873.708110566693,2.0,55.0,-18.0,0.0
pre_round_stress,final_reception_edge_910089_negative,4484.735955,3386.911313,-1097.824642,-24.47913663180199,True,True,-1096.8246380963596,7.0,70.0,-78.0,0.0
pre_round_stress,final_uniform_910090_spatial_hash,4637.083765,3662.25058,-974.8331850000004,-21.0225485327199,True,True,-1043.8331841344207,9.0,90.0,-30.0,0.0
pre_round_stress,final_uniform_910090_smooth,4577.648855,3631.14184,-946.5070150000006,-20.67670642684104,True,True,-992.5070136828767,9.0,85.0,-48.0,0.0
pre_round_stress,final_uniform_910090_positive,4043.519618,3862.467057,-181.05256099999997,-4.477598184364739,True,True,-281.052556661924,12.0,100.0,-12.0,0.0
pre_round_stress,final_uniform_910090_negative,4692.873744,3826.811485,-866.0622590000003,-18.454838255712513,True,True,-948.0622596928642,19.0,135.0,-72.0,0.0
pre_round_stress,final_outer_910091_spatial_hash,3847.515719,3335.135615,-512.3801039999998,-13.317167268992247,True,True,-582.3801084248244,6.0,70.0,-6.0,0.0
pre_round_stress,final_outer_910091_smooth,3888.012868,3325.421928,-562.5909399999996,-14.469883693810848,True,True,-618.5909413815189,5.0,75.0,-24.0,0.0
pre_round_stress,final_outer_910091_positive,3589.59886,3309.41093,-280.18793000000005,-7.805549893672525,True,True,-340.1879272991214,6.0,60.0,-6.0,0.0
pre_round_stress,final_outer_910091_negative,3858.144173,3282.320542,-575.8236310000002,-14.92488629714046,True,True,-600.8236282144408,5.0,65.0,-45.0,0.0
pre_round_stress,final_cluster_910092_spatial_hash,2135.014087,2048.887055,-86.12703199999987,-4.034026404060908,True,True,-137.12703337281027,9.0,45.0,-3.0,0.0
pre_round_stress,final_cluster_910092_smooth,2141.901942,2052.442518,-89.45942400000013,-4.1766348984429875,True,True,-125.45942071967511,9.0,45.0,-18.0,0.0
pre_round_stress,final_cluster_910092_positive,2121.224443,2046.426275,-74.79816800000003,-3.5261788655525095,True,True,-134.7981656378006,10.0,50.0,0.0,0.0
pre_round_stress,final_cluster_910092_negative,2240.811292,2048.798005,-192.01328699999976,-8.568918216608123,True,True,-195.0132854476558,9.0,45.0,-51.0,0.0
pre_round_stress,final_min_radius_910093_spatial_hash,4351.400756,3735.610495,-615.7902610000001,-14.15154097564807,True,True,-638.7902633455301,-6.0,35.0,-6.0,0.0
pre_round_stress,final_min_radius_910093_smooth,4374.491797,3718.654866,-655.8369309999998,-14.99229993869845,True,True,-662.8369275575369,-6.0,25.0,-12.0,0.0
pre_round_stress,final_min_radius_910093_positive,4341.620051,3787.645074,-553.9749769999999,-12.75963742779388,True,True,-561.9749767698117,-6.0,20.0,-6.0,0.0
pre_round_stress,final_min_radius_910093_negative,4406.700695,3708.006494,-698.6942010000002,-15.85526790582269,True,True,-687.6942022650296,-6.0,25.0,-30.0,0.0
pre_round_stress,final_radial_910094_spatial_hash,2909.457817,3115.528486,206.07066900000018,7.082785933376545,True,True,167.0706734061173,10.0,65.0,-36.0,0.0
pre_round_stress,final_radial_910094_smooth,2857.548646,2911.27248,53.7238339999999,1.8800671713919082,True,True,-64.27616921413755,23.0,125.0,-30.0,0.0
pre_round_stress,final_radial_910094_positive,2867.766325,3090.770437,223.00411200000008,7.776230233821435,True,True,100.00411164959269,21.0,120.0,-18.0,0.0
pre_round_stress,final_radial_910094_negative,2920.230345,3052.273095,132.04275000000007,4.521655294284677,True,True,101.04274931821055,12.0,70.0,-51.0,0.0
pre_round_stress,final_reception_edge_910095_spatial_hash,4544.527622,3469.80411,-1074.7235119999996,-23.648739789747943,True,True,-1169.7235129710884,10.0,115.0,-30.0,0.0
pre_round_stress,final_reception_edge_910095_smooth,3923.950623,3424.375684,-499.5749390000001,-12.731427762413006,True,True,-569.5749400499835,7.0,90.0,-27.0,0.0
pre_round_stress,final_reception_edge_910095_positive,4560.393093,3411.010483,-1149.3826099999997,-25.203586326017614,True,True,-1255.3826084977068,10.0,120.0,-24.0,0.0
pre_round_stress,final_reception_edge_910095_negative,4568.395456,3456.848473,-1111.5469830000002,-24.33123388081753,True,True,-1170.5469845042485,8.0,105.0,-54.0,0.0
pre_round_stress,final_uniform_910096_spatial_hash,4056.374748,3508.138405,-548.236343,-13.515426385846341,True,True,-616.2363449418208,11.0,90.0,-33.0,0.0
pre_round_stress,final_uniform_910096_smooth,4101.283011,3504.69912,-596.5838910000002,-14.546274651125268,True,True,-642.5838912814115,9.0,85.0,-48.0,0.0
pre_round_stress,final_uniform_910096_positive,3872.391243,3488.90636,-383.4848830000001,-9.90305108486168,True,True,-351.48488127360906,-9.0,-5.0,-18.0,0.0
pre_round_stress,final_uniform_910096_negative,4365.651151,3487.411464,-878.2396870000002,-20.117037679449712,True,True,-846.2396896043392,6.0,70.0,-108.0,0.0
pre_round_stress,final_outer_910097_spatial_hash,2510.677764,2283.614077,-227.06368699999985,-9.043919942885982,True,True,-284.0636869640912,13.0,65.0,-21.0,0.0
pre_round_stress,final_outer_910097_smooth,2319.53281,2302.277811,-17.254999000000225,-0.7438997597106756,True,True,-92.25499741479962,14.0,70.0,-9.0,0.0
pre_round_stress,final_outer_910097_positive,2403.036672,2274.059176,-128.97749599999997,-5.367271232388415,True,True,-191.97749423650725,13.0,65.0,-15.0,0.0
pre_round_stress,final_outer_910097_negative,2351.252585,2294.076597,-57.17598799999996,-2.431724620517539,True,True,-123.17598827754614,13.0,65.0,-12.0,0.0
pre_round_stress,final_cluster_910098_spatial_hash,2478.035894,2154.493835,-323.5420589999999,-13.056391143622392,True,True,-425.5420613468225,27.0,135.0,-60.0,0.0
pre_round_stress,final_cluster_910098_smooth,2486.13349,2205.418703,-280.71478700000034,-11.291219402703934,True,True,-370.7147849064993,24.0,120.0,-54.0,0.0
pre_round_stress,final_cluster_910098_positive,2382.457867,2174.108528,-208.34933899999987,-8.745142648098714,True,True,-322.34933836881623,23.0,115.0,-24.0,0.0
pre_round_stress,final_cluster_910098_negative,2648.401602,2187.234993,-461.1666089999999,-17.413016539928826,True,True,-485.16660711320014,25.0,125.0,-126.0,0.0
pre_round_stress,final_min_radius_910099_spatial_hash,4206.606942,3279.957592,-926.6493500000001,-22.028427252093863,True,True,-939.649349579975,-2.0,15.0,0.0,0.0
pre_round_stress,final_min_radius_910099_smooth,4243.188657,3312.698249,-930.4904079999997,-21.929036939353786,True,True,-931.4904075247309,-2.0,15.0,-12.0,0.0
pre_round_stress,final_min_radius_910099_positive,4408.621222,3259.249593,-1149.3716289999998,-26.07099977798909,True,True,-1143.371625911584,-5.0,5.0,-6.0,0.0
pre_round_stress,final_min_radius_910099_negative,4134.227435,3352.339898,-781.8875369999996,-18.912542894486396,True,True,-789.8875401771511,-2.0,25.0,-15.0,0.0
pre_round_stress,final_radial_910100_spatial_hash,2883.836749,2773.13729,-110.69945899999993,-3.838617391861243,True,True,-172.69945680149158,14.0,75.0,-27.0,0.0
pre_round_stress,final_radial_910100_smooth,2702.211364,2754.69243,52.48106600000028,1.9421525162381936,True,True,-8.518936919603675,12.0,70.0,-21.0,0.0
pre_round_stress,final_radial_910100_positive,2779.656331,2783.654706,3.998374999999669,0.14384422115094608,True,True,-54.0016242634797,10.0,60.0,-12.0,0.0
pre_round_stress,final_radial_910100_negative,2858.363505,2751.836048,-106.52745699999969,-3.7268687769647313,True,True,-92.52746059994342,8.0,50.0,-72.0,0.0
pre_round_stress,final_reception_edge_910101_spatial_hash,4006.955528,3480.686622,-526.2689059999998,-13.133884374870453,True,True,-527.2689052712881,-3.0,40.0,-36.0,0.0
pre_round_stress,final_reception_edge_910101_smooth,4037.924566,3508.18068,-529.7438860000002,-13.119212044240058,True,True,-566.7438885369934,7.0,75.0,-45.0,0.0
pre_round_stress,final_reception_edge_910101_positive,3725.507037,3473.579315,-251.9277219999999,-6.762239864210995,True,True,-339.92771934935536,12.0,100.0,-24.0,0.0
pre_round_stress,final_reception_edge_910101_negative,3947.929792,3760.903953,-187.0258389999999,-4.737314209056731,True,True,-211.02583767267515,5.0,100.0,-81.0,0.0
pre_round_stress,final_uniform_910102_spatial_hash,3575.465937,3486.60985,-88.85608700000012,-2.485161054968821,True,True,-167.8560907000524,10.0,105.0,-36.0,0.0
