rounding,case_id,baseline,candidate,change_s,change_pct,baseline_success,candidate_success,movement_s_difference,switch_s_difference,detection_s_difference,optical_s_difference,laser_s_difference
pre_round_stress,final_uniform_910102_smooth,3550.914662,3349.088645,-201.82601700000032,-5.6837754835348475,True,True,-256.82601540162386,5.0,80.0,-30.0,0.0
pre_round_stress,final_uniform_910102_positive,3574.082203,3497.615423,-76.46677999999974,-2.1394801702046884,True,True,-214.4667764710648,18.0,135.0,-15.0,0.0
pre_round_stress,final_uniform_910102_negative,3676.923332,3446.471681,-230.45165099999986,-6.2675130861281625,True,True,-319.45165048896024,19.0,145.0,-75.0,0.0
pre_round_stress,final_outer_910103_spatial_hash,3971.306187,3730.931002,-240.37518500000033,-6.052799096349315,True,True,-306.3751855163696,5.0,70.0,-9.0,0.0
pre_round_stress,final_outer_910103_smooth,4000.413275,3689.372918,-311.04035699999986,-7.775205600476365,True,True,-361.04035839475137,6.0,65.0,-21.0,0.0
pre_round_stress,final_outer_910103_positive,3836.360379,3683.007818,-153.35256100000015,-3.9973450314898074,True,True,-203.35255773501376,6.0,50.0,-6.0,0.0
pre_round_stress,final_outer_910103_negative,4080.742142,3644.664065,-436.0780770000001,-10.686244360107377,True,True,-463.078078628655,8.0,70.0,-51.0,0.0
pre_round_stress,final_cluster_910104_spatial_hash,2133.056624,2036.457093,-96.59953099999984,-4.528690420737735,True,True,-96.59953154023515,0.0,0.0,0.0,0.0
pre_round_stress,final_cluster_910104_smooth,2144.908445,2046.560331,-98.34811400000012,-4.585189369236698,True,True,-98.34811141541945,0.0,0.0,0.0,0.0
pre_round_stress,final_cluster_910104_positive,2120.22363,2037.577878,-82.6457519999999,-3.897973347273742,True,True,-82.6457484100631,0.0,0.0,0.0,0.0
pre_round_stress,final_cluster_910104_negative,2118.788679,2043.620413,-75.16826599999968,-3.5477000016573945,True,True,-75.1682653395992,0.0,0.0,0.0,0.0
pre_round_stress,final_min_radius_910105_spatial_hash,4747.996708,3803.748701,-944.2480069999997,-19.88729279043131,True,True,-947.248005604948,-6.0,15.0,-6.0,0.0
pre_round_stress,final_min_radius_910105_smooth,4655.89141,3813.288617,-842.602793,-18.097561106993254,True,True,-827.602793723699,-8.0,5.0,-12.0,0.0
pre_round_stress,final_min_radius_910105_positive,4689.107867,3845.228918,-843.8789489999999,-17.996577876548137,True,True,-845.8789510347206,-6.0,20.0,-12.0,0.0
pre_round_stress,final_min_radius_910105_negative,4206.761827,3791.508823,-415.25300400000015,-9.871084246671813,True,True,-421.2530071327715,-3.0,30.0,-21.0,0.0
pre_round_stress,final_radial_910106_spatial_hash,2503.331548,2336.076144,-167.255404,-6.681312514661764,True,True,-209.2554023506491,9.0,45.0,-12.0,0.0
pre_round_stress,final_radial_910106_smooth,2363.36041,2426.614387,63.253977000000305,2.676442269759449,True,True,28.25397767109689,8.0,45.0,-18.0,0.0
pre_round_stress,final_radial_910106_positive,2382.885578,2418.295524,35.40994600000022,1.486011175984392,True,True,-3.590052263273037,9.0,45.0,-15.0,0.0
pre_round_stress,final_radial_910106_negative,2493.680563,2366.604321,-127.0762420000001,-5.0959310460808265,True,True,-151.07624011668986,8.0,40.0,-24.0,0.0
pre_round_stress,final_reception_edge_910107_spatial_hash,4196.284329,3611.054428,-585.2299010000002,-13.946383398177975,True,True,-668.2298981601239,12.0,110.0,-39.0,0.0
pre_round_stress,final_reception_edge_910107_smooth,4173.101279,3676.866986,-496.23429300000043,-11.89125927753455,True,True,-568.2342928490712,11.0,100.0,-39.0,0.0
pre_round_stress,final_reception_edge_910107_positive,4197.094961,3732.54494,-464.55002099999956,-11.068370511429071,True,True,-558.5500228748956,10.0,105.0,-21.0,0.0
pre_round_stress,final_reception_edge_910107_negative,4360.713076,3593.779658,-766.9334180000001,-17.58733960784904,True,True,-783.9334143255032,9.0,80.0,-72.0,0.0
pre_round_stress,final_uniform_910108_spatial_hash,3830.317118,3610.353747,-219.96337099999982,-5.742693469590677,True,True,-271.9633773003675,6.0,55.0,-9.0,0.0
pre_round_stress,final_uniform_910108_smooth,3852.345327,3629.826172,-222.51915499999996,-5.776199590426801,True,True,-278.51915828539995,5.0,60.0,-9.0,0.0
pre_round_stress,final_uniform_910108_positive,3930.919345,3568.830961,-362.0883839999997,-9.211290088171465,True,True,-352.0883872885679,-3.0,5.0,-12.0,0.0
pre_round_stress,final_uniform_910108_negative,4039.50639,3642.163082,-397.343308,-9.83643221814534,True,True,-394.34330537848473,0.0,30.0,-33.0,0.0
pre_round_stress,final_outer_910109_spatial_hash,2887.476271,2697.67587,-189.80040099999997,-6.5732280783130985,True,True,-234.80039994850927,11.0,55.0,-21.0,0.0
pre_round_stress,final_outer_910109_smooth,2915.308324,2705.184823,-210.12350100000003,-7.207591021168436,True,True,-255.1235003220986,12.0,60.0,-27.0,0.0
pre_round_stress,final_outer_910109_positive,2860.777629,2692.969498,-167.80813100000023,-5.865822261014342,True,True,-209.8081347474067,10.0,50.0,-18.0,0.0
pre_round_stress,final_outer_910109_negative,3089.228973,2706.409365,-382.81960800000024,-12.392076189426582,True,True,-358.81961113041734,12.0,60.0,-96.0,0.0
pre_round_stress,final_cluster_910110_spatial_hash,2068.26878,2012.165413,-56.103366999999935,-2.7125762155535638,True,True,-104.1033698549104,9.0,45.0,-6.0,0.0
pre_round_stress,final_cluster_910110_smooth,2102.242395,2027.189348,-75.0530470000001,-3.5701423954967004,True,True,-114.05304514858562,10.0,50.0,-21.0,0.0
pre_round_stress,final_cluster_910110_positive,2050.607257,2025.654408,-24.952849000000015,-1.2168516869732304,True,True,-96.95284781677128,12.0,60.0,0.0,0.0
pre_round_stress,final_cluster_910110_negative,2206.324948,2008.683946,-197.64100199999984,-8.957928077600641,True,True,-188.64100045425585,9.0,45.0,-63.0,0.0
pre_round_stress,final_min_radius_910111_spatial_hash,4068.184294,3583.266945,-484.9173490000003,-11.91974881067176,True,True,-536.9173499253657,7.0,60.0,-15.0,0.0
pre_round_stress,final_min_radius_910111_smooth,4088.838675,3600.050627,-488.7880479999999,-11.954202326165387,True,True,-531.7880438924894,7.0,60.0,-24.0,0.0
pre_round_stress,final_min_radius_910111_positive,4138.711012,3548.565816,-590.1451959999999,-14.259154463525025,True,True,-651.1451948936028,7.0,60.0,-6.0,0.0
pre_round_stress,final_min_radius_910111_negative,4077.367781,3605.832139,-471.5356419999998,-11.564707118089624,True,True,-498.535639804159,7.0,65.0,-45.0,0.0
pre_round_stress,final_radial_910112_spatial_hash,2656.533543,2660.032127,3.498583999999937,0.1316973395355303,True,True,-39.50141618503244,6.0,40.0,-3.0,0.0
pre_round_stress,final_radial_910112_smooth,2710.52589,2771.770974,61.24508400000013,2.2595277258170787,True,True,37.24508069214244,6.0,45.0,-27.0,0.0
pre_round_stress,final_radial_910112_positive,2592.31258,2748.502996,156.19041600000037,6.0251382184782765,True,True,112.19041747403912,8.0,45.0,-9.0,0.0
pre_round_stress,final_radial_910112_negative,2716.361463,2666.684881,-49.67658200000005,-1.8287912958806385,True,True,-71.67658161879172,6.0,40.0,-24.0,0.0
pre_round_stress,final_reception_edge_910113_spatial_hash,3473.729892,3328.07879,-145.6511019999998,-4.192931129603206,True,True,-188.65110334969404,4.0,75.0,-36.0,0.0
pre_round_stress,final_reception_edge_910113_smooth,3572.561363,3341.586559,-230.97480399999995,-6.4652438553509555,True,True,-254.97480245007955,5.0,70.0,-51.0,0.0
pre_round_stress,final_reception_edge_910113_positive,4043.199707,3350.200146,-692.9995610000001,-17.139879581021155,True,True,-765.9995602965287,5.0,80.0,-12.0,0.0
pre_round_stress,final_reception_edge_910113_negative,3982.341526,3316.177974,-666.163552,-16.727936256866382,True,True,-655.1635471787467,4.0,60.0,-75.0,0.0
pre_round_stress,final_uniform_910114_spatial_hash,3864.820469,3082.857283,-781.963186,-20.232846319051102,True,True,-787.9631820571776,3.0,45.0,-42.0,0.0
pre_round_stress,final_uniform_910114_smooth,3754.078345,3008.071834,-746.006511,-19.871895108251934,True,True,-743.0065123637423,9.0,60.0,-72.0,0.0
pre_round_stress,final_uniform_910114_positive,3684.705578,3038.195196,-646.5103819999999,-17.545781292814056,True,True,-721.5103803435213,12.0,75.0,-12.0,0.0
pre_round_stress,final_uniform_910114_negative,3944.407104,3132.19006,-812.217044,-20.59161294929054,True,True,-768.2170420077741,4.0,45.0,-93.0,0.0
pre_round_stress,final_outer_910115_spatial_hash,3530.811671,3578.349665,47.53799400000025,1.3463758033442907,True,True,-9.461999623430984,6.0,75.0,-24.0,0.0
pre_round_stress,final_outer_910115_smooth,4145.529187,3557.841437,-587.68775,-14.176422924314103,True,True,-517.6877487647785,-9.0,5.0,-66.0,0.0
pre_round_stress,final_outer_910115_positive,4326.071932,3570.500475,-755.571457,-17.465531523205378,True,True,-822.5714565547755,6.0,70.0,-9.0,0.0
pre_round_stress,final_outer_910115_negative,4038.790286,3532.921069,-505.86921699999994,-12.525265764690408,True,True,-398.8692240894261,-9.0,-5.0,-93.0,0.0
pre_round_stress,final_cluster_910116_spatial_hash,2139.58666,2146.749677,7.163016999999854,0.33478508414330754,True,True,-34.83698192892075,7.0,35.0,0.0,0.0
pre_round_stress,final_cluster_910116_smooth,2143.874332,2138.639801,-5.234531000000061,-0.2441622123959486,True,True,-47.23452885209667,7.0,35.0,0.0,0.0
pre_round_stress,final_cluster_910116_positive,2390.319776,2134.724092,-255.5956839999999,-10.692949393897322,True,True,-288.5956845309561,10.0,50.0,-27.0,0.0
pre_round_stress,final_cluster_910116_negative,2182.927394,2152.729439,-30.197954999999638,-1.3833696477034363,True,True,-57.197956452292146,7.0,35.0,-15.0,0.0
pre_round_stress,final_min_radius_910117_spatial_hash,4021.636125,3565.045302,-456.590823,-11.353359896527193,True,True,-498.59082116952186,1.0,50.0,-9.0,0.0
pre_round_stress,final_min_radius_910117_smooth,4070.597523,3569.98584,-500.6116830000001,-12.29823582831282,True,True,-529.6116847273429,-1.0,45.0,-15.0,0.0
pre_round_stress,final_min_radius_910117_positive,4028.691016,3468.623997,-560.0670190000001,-13.901960134835022,True,True,-616.0670192405178,2.0,60.0,-6.0,0.0
pre_round_stress,final_min_radius_910117_negative,4296.584659,3362.33385,-934.2508090000001,-21.744033532378726,True,True,-962.2508070633312,1.0,45.0,-18.0,0.0
pre_round_stress,final_radial_910118_spatial_hash,2924.328945,2514.468937,-409.8600080000001,-14.015523414381148,True,True,-502.8600042280266,22.0,110.0,-39.0,0.0
pre_round_stress,final_radial_910118_smooth,2852.711555,2389.883686,-462.82786899999974,-16.224138335640447,True,True,-483.8278706688752,8.0,40.0,-27.0,0.0
pre_round_stress,final_radial_910118_positive,2696.746759,2393.905095,-302.84166400000004,-11.229888864770487,True,True,-346.8416647590707,10.0,55.0,-21.0,0.0
pre_round_stress,final_radial_910118_negative,2743.691185,2435.559471,-308.1317140000001,-11.230553776772812,True,True,-314.1317135215111,9.0,45.0,-48.0,0.0
pre_round_stress,final_reception_edge_910119_spatial_hash,4129.73104,3622.738961,-506.99207899999965,-12.276636761313142,True,True,-573.9920770303293,9.0,100.0,-42.0,0.0
pre_round_stress,final_reception_edge_910119_smooth,4320.490505,3428.098543,-892.3919619999997,-20.654876129625933,True,True,-960.3919611090146,9.0,95.0,-36.0,0.0
pre_round_stress,final_reception_edge_910119_positive,4188.255379,3622.021461,-566.2339180000004,-13.519565230886087,True,True,-631.2339164501536,9.0,80.0,-24.0,0.0
pre_round_stress,final_reception_edge_910119_negative,4379.24093,3632.409978,-746.8309519999998,-17.053890478686217,True,True,-780.8309500676237,10.0,105.0,-81.0,0.0
