case_id,D,DK,DU,K,REF,U
holdout_40002_negative,5996.155138,5580.333654,5996.155138,5602.621209,6013.667732,6013.667732
holdout_40032_spatial_hash,4801.959737,4801.959737,4801.959737,4804.990427,4804.990427,4804.990427
outer_holdout_50000_positive,5331.968119,5331.968119,5331.968119,5330.473691,5330.473691,5330.473691
structured_dev_5_positive,2756.54806,1240.810376,2756.54806,1396.164592,2907.890313,2907.890313
