case_id,seed,family,source_count,error_mode,rounding,variant,current_s,candidate_s,change_s,change_pct,current_success,candidate_success
dispatch_development_min_radius_2026091322_positive,2026091322,min_radius,11,positive,bounded,COVERAGE_PRIORITY,3287.74129,3952.532755,664.7914650000002,20.22030951833196,True,True
dispatch_development_min_radius_2026091322_smooth,2026091322,min_radius,11,smooth,bounded,COVERAGE_PRIORITY,3332.533794,3929.610358,597.076564,17.91659442658904,True,True
dispatch_development_min_radius_2026091322_spatial_hash,2026091322,min_radius,11,spatial_hash,bounded,COVERAGE_PRIORITY,3306.61828,3938.081433,631.4631529999997,19.09694738033081,True,True
dispatch_development_min_radius_2026091323_negative,2026091323,min_radius,12,negative,bounded,COVERAGE_PRIORITY,3591.413651,4144.435965,553.0223139999998,15.398457758994578,True,True
dispatch_development_min_radius_2026091323_positive,2026091323,min_radius,12,positive,bounded,COVERAGE_PRIORITY,3486.139701,4132.278775,646.1390739999997,18.534514661436386,True,True
dispatch_development_min_radius_2026091323_smooth,2026091323,min_radius,12,smooth,bounded,COVERAGE_PRIORITY,3501.546796,4165.968386,664.4215899999995,18.975088117028815,True,True
dispatch_development_min_radius_2026091323_spatial_hash,2026091323,min_radius,12,spatial_hash,bounded,COVERAGE_PRIORITY,3465.40647,4162.060075,696.6536050000004,20.103084905938907,True,True
dispatch_development_min_radius_2026091324_negative,2026091324,min_radius,13,negative,bounded,COVERAGE_PRIORITY,4124.705997,4668.592763,543.8867659999996,13.186073538225074,True,True
dispatch_development_min_radius_2026091324_positive,2026091324,min_radius,13,positive,bounded,COVERAGE_PRIORITY,4176.069137,4648.722511,472.65337399999953,11.318140540641132,True,True
dispatch_development_min_radius_2026091324_smooth,2026091324,min_radius,13,smooth,bounded,COVERAGE_PRIORITY,4120.76063,4659.027385,538.2667550000006,13.062315512366961,True,True
dispatch_development_min_radius_2026091324_spatial_hash,2026091324,min_radius,13,spatial_hash,bounded,COVERAGE_PRIORITY,4171.698707,4658.550821,486.85211400000026,11.670356566812345,True,True
dispatch_development_min_radius_2026091325_negative,2026091325,min_radius,14,negative,bounded,COVERAGE_PRIORITY,3319.663532,4001.586848,681.9233159999999,20.5419407547355,True,True
dispatch_development_min_radius_2026091325_positive,2026091325,min_radius,14,positive,bounded,COVERAGE_PRIORITY,3429.445466,3980.906118,551.4606519999998,16.080169737855798,True,True
dispatch_development_min_radius_2026091325_smooth,2026091325,min_radius,14,smooth,bounded,COVERAGE_PRIORITY,3431.624371,3980.447582,548.8232109999999,15.993102731114739,True,True
dispatch_development_min_radius_2026091325_spatial_hash,2026091325,min_radius,14,spatial_hash,bounded,COVERAGE_PRIORITY,3385.645175,4033.750104,648.1049290000001,19.142730425080657,True,True
dispatch_development_min_radius_2026091326_negative,2026091326,min_radius,15,negative,bounded,COVERAGE_PRIORITY,3916.261661,4617.15246,700.8907990000002,17.896934874903913,True,True
dispatch_development_min_radius_2026091326_positive,2026091326,min_radius,15,positive,bounded,COVERAGE_PRIORITY,3843.229319,4493.907211,650.6778919999997,16.930498754867564,True,True
dispatch_development_min_radius_2026091326_smooth,2026091326,min_radius,15,smooth,bounded,COVERAGE_PRIORITY,3847.122461,4598.642178,751.5197170000001,19.534593052820416,True,True
dispatch_development_min_radius_2026091326_spatial_hash,2026091326,min_radius,15,spatial_hash,bounded,COVERAGE_PRIORITY,3879.825385,4602.10799,722.2826050000003,18.616368865270474,True,True
dispatch_development_min_radius_2026091327_negative,2026091327,min_radius,16,negative,bounded,COVERAGE_PRIORITY,3848.031747,4212.205549,364.17380200000025,9.463898063832698,True,True
dispatch_development_min_radius_2026091327_positive,2026091327,min_radius,16,positive,bounded,COVERAGE_PRIORITY,3792.731434,3428.236158,-364.49527599999965,-9.61036346345212,True,True
dispatch_development_min_radius_2026091327_smooth,2026091327,min_radius,16,smooth,bounded,COVERAGE_PRIORITY,3809.876043,3563.176229,-246.69981400000006,-6.475271405568927,True,True
dispatch_development_min_radius_2026091327_spatial_hash,2026091327,min_radius,16,spatial_hash,bounded,COVERAGE_PRIORITY,3787.359262,4184.819384,397.4601220000004,10.494386576627868,True,True
dispatch_development_outer_2026091307_negative,2026091307,outer,10,negative,bounded,COVERAGE_PRIORITY,3550.300633,4174.003404,623.7027710000002,17.56760442207881,True,True
dispatch_development_outer_2026091307_positive,2026091307,outer,10,positive,bounded,COVERAGE_PRIORITY,3570.237987,4173.936365,603.6983779999996,16.90919149362575,True,True
dispatch_development_outer_2026091307_smooth,2026091307,outer,10,smooth,bounded,COVERAGE_PRIORITY,3563.44455,4190.309819,626.8652689999999,17.591553908142043,True,True
dispatch_development_outer_2026091307_spatial_hash,2026091307,outer,10,spatial_hash,bounded,COVERAGE_PRIORITY,3575.179805,4179.112855,603.9330500000001,16.8923825636792,True,True
dispatch_development_outer_2026091308_negative,2026091308,outer,11,negative,bounded,COVERAGE_PRIORITY,2463.823071,3175.994445,712.171374,28.905134560289227,True,True
dispatch_development_outer_2026091308_positive,2026091308,outer,11,positive,bounded,COVERAGE_PRIORITY,2469.935892,3150.915356,680.979464,27.570734374347893,True,True
dispatch_development_outer_2026091308_smooth,2026091308,outer,11,smooth,bounded,COVERAGE_PRIORITY,2500.267471,3204.81162,704.5441489999998,28.178751160499328,True,True
dispatch_development_outer_2026091308_spatial_hash,2026091308,outer,11,spatial_hash,bounded,COVERAGE_PRIORITY,2486.35374,3161.520788,675.1670479999998,27.15490708896473,True,True
dispatch_development_outer_2026091309_negative,2026091309,outer,12,negative,bounded,COVERAGE_PRIORITY,3490.137784,4365.769945,875.632161,25.08875623805458,True,True
dispatch_development_outer_2026091309_positive,2026091309,outer,12,positive,bounded,COVERAGE_PRIORITY,3557.365423,4329.841118,772.4756950000001,21.714825528060455,True,True
dispatch_development_outer_2026091309_smooth,2026091309,outer,12,smooth,bounded,COVERAGE_PRIORITY,3499.246729,4367.751679,868.50495,24.819768860602686,True,True
dispatch_development_outer_2026091309_spatial_hash,2026091309,outer,12,spatial_hash,bounded,COVERAGE_PRIORITY,3514.631513,4358.870804,844.2392910000003,24.020705666506114,True,True
dispatch_development_outer_2026091310_negative,2026091310,outer,13,negative,bounded,COVERAGE_PRIORITY,2296.26251,2413.789533,117.5270230000001,5.1181875978108415,True,True
dispatch_development_outer_2026091310_positive,2026091310,outer,13,positive,bounded,COVERAGE_PRIORITY,2276.989919,2372.319789,95.32987000000003,4.1866619261040405,True,True
dispatch_development_outer_2026091310_smooth,2026091310,outer,13,smooth,bounded,COVERAGE_PRIORITY,2282.330133,2396.642267,114.31213400000024,5.008571387073757,True,True
dispatch_development_outer_2026091310_spatial_hash,2026091310,outer,13,spatial_hash,bounded,COVERAGE_PRIORITY,2274.996842,2370.925736,95.92889400000013,4.216660534599548,True,True
dispatch_development_outer_2026091311_negative,2026091311,outer,14,negative,bounded,COVERAGE_PRIORITY,3722.404984,4301.903964,579.4989800000003,15.56786492847657,True,True
dispatch_development_outer_2026091311_positive,2026091311,outer,14,positive,bounded,COVERAGE_PRIORITY,3648.855935,4289.520169,640.6642340000003,17.557948173692427,True,True
dispatch_development_outer_2026091311_smooth,2026091311,outer,14,smooth,bounded,COVERAGE_PRIORITY,3729.360382,4301.50276,572.1423780000005,15.341568510286185,True,True
dispatch_development_outer_2026091311_spatial_hash,2026091311,outer,14,spatial_hash,bounded,COVERAGE_PRIORITY,3727.54899,4327.3351,599.7861100000005,16.090629837704707,True,True
dispatch_development_outer_2026091312_negative,2026091312,outer,15,negative,bounded,COVERAGE_PRIORITY,2613.224342,2267.159765,-346.0645770000001,-13.24281928030503,True,True
dispatch_development_outer_2026091312_positive,2026091312,outer,15,positive,bounded,COVERAGE_PRIORITY,2621.262597,2250.910771,-370.3518260000001,-14.128757127342483,True,True
dispatch_development_outer_2026091312_smooth,2026091312,outer,15,smooth,bounded,COVERAGE_PRIORITY,2649.832806,2298.475963,-351.356843,-13.259585367213544,True,True
dispatch_development_outer_2026091312_spatial_hash,2026091312,outer,15,spatial_hash,bounded,COVERAGE_PRIORITY,2673.028515,2319.747848,-353.280667,-13.216494512405152,True,True
dispatch_development_outer_2026091313_negative,2026091313,outer,16,negative,bounded,COVERAGE_PRIORITY,3913.776992,4559.478571,645.7015789999996,16.4981699345633,True,True
dispatch_development_outer_2026091313_positive,2026091313,outer,16,positive,bounded,COVERAGE_PRIORITY,3948.108987,4617.5951,669.4861129999995,16.95713353416601,True,True
dispatch_development_outer_2026091313_smooth,2026091313,outer,16,smooth,bounded,COVERAGE_PRIORITY,3981.396854,4606.711114,625.3142599999996,15.705901293707104,True,True
dispatch_development_outer_2026091313_spatial_hash,2026091313,outer,16,spatial_hash,bounded,COVERAGE_PRIORITY,3900.064825,4636.631652,736.5668270000001,18.886014977969,True,True
dispatch_development_radial_2026091328_negative,2026091328,radial,10,negative,bounded,COVERAGE_PRIORITY,2834.369393,2890.940283,56.57088999999996,1.995889813787577,True,True
dispatch_development_radial_2026091328_positive,2026091328,radial,10,positive,bounded,COVERAGE_PRIORITY,2981.274825,2848.54463,-132.7301950000001,-4.4521287969484735,True,True
dispatch_development_radial_2026091328_smooth,2026091328,radial,10,smooth,bounded,COVERAGE_PRIORITY,2871.895562,2789.685067,-82.21049500000026,-2.862586512120535,True,True
dispatch_development_radial_2026091328_spatial_hash,2026091328,radial,10,spatial_hash,bounded,COVERAGE_PRIORITY,2796.855461,2831.03448,34.1790189999997,1.2220516746968002,True,True
dispatch_development_radial_2026091329_negative,2026091329,radial,11,negative,bounded,COVERAGE_PRIORITY,2496.202771,2748.967793,252.7650219999996,10.125981147706998,True,True
dispatch_development_radial_2026091329_positive,2026091329,radial,11,positive,bounded,COVERAGE_PRIORITY,2488.521843,2720.911107,232.3892639999999,9.338445818898112,True,True
dispatch_development_radial_2026091329_smooth,2026091329,radial,11,smooth,bounded,COVERAGE_PRIORITY,2536.076704,2728.381582,192.30487799999992,7.582770572226338,True,True
dispatch_development_radial_2026091329_spatial_hash,2026091329,radial,11,spatial_hash,bounded,COVERAGE_PRIORITY,2496.899004,2703.618298,206.719294,8.27904106929589,True,True
dispatch_development_radial_2026091330_negative,2026091330,radial,12,negative,bounded,COVERAGE_PRIORITY,2450.979019,2980.481068,529.5020490000002,21.603695702627324,True,True
dispatch_development_radial_2026091330_positive,2026091330,radial,12,positive,bounded,COVERAGE_PRIORITY,2506.072129,3007.556467,501.48433799999975,20.01077032847045,True,True
dispatch_development_radial_2026091330_smooth,2026091330,radial,12,smooth,bounded,COVERAGE_PRIORITY,2464.931869,2987.216744,522.2848749999998,21.188613022877824,True,True
dispatch_development_radial_2026091330_spatial_hash,2026091330,radial,12,spatial_hash,bounded,COVERAGE_PRIORITY,2444.825497,2963.512881,518.6873840000003,21.215722129717317,True,True
dispatch_development_radial_2026091331_negative,2026091331,radial,13,negative,bounded,COVERAGE_PRIORITY,2611.181217,2693.92331,82.7420930000003,3.1687610366262886,True,True
dispatch_development_radial_2026091331_positive,2026091331,radial,13,positive,bounded,COVERAGE_PRIORITY,2721.37942,3105.699854,384.32043399999975,14.122265758884867,True,True
dispatch_development_radial_2026091331_smooth,2026091331,radial,13,smooth,bounded,COVERAGE_PRIORITY,2713.383795,2992.203907,278.8201119999999,10.275734399010815,True,True
dispatch_development_radial_2026091331_spatial_hash,2026091331,radial,13,spatial_hash,bounded,COVERAGE_PRIORITY,2626.491412,2984.476746,357.98533399999997,13.629792671867303,True,True
dispatch_development_radial_2026091332_negative,2026091332,radial,14,negative,bounded,COVERAGE_PRIORITY,2865.319336,2713.324323,-151.9950130000002,-5.304644794397895,True,True
dispatch_development_radial_2026091332_positive,2026091332,radial,14,positive,bounded,COVERAGE_PRIORITY,2621.58224,2725.077594,103.49535399999968,3.9478202293588893,True,True
dispatch_development_radial_2026091332_smooth,2026091332,radial,14,smooth,bounded,COVERAGE_PRIORITY,2531.561178,2677.975887,146.41470900000013,5.783573799139696,True,True
dispatch_development_radial_2026091332_spatial_hash,2026091332,radial,14,spatial_hash,bounded,COVERAGE_PRIORITY,2562.979481,2741.846382,178.86690100000033,6.978865899082876,True,True
dispatch_development_radial_2026091333_negative,2026091333,radial,15,negative,bounded,COVERAGE_PRIORITY,2434.230595,2815.165482,380.9348869999999,15.64908796161113,True,True
dispatch_development_radial_2026091333_positive,2026091333,radial,15,positive,bounded,COVERAGE_PRIORITY,2465.979075,3059.623884,593.6448089999999,24.07339198529086,True,True
dispatch_development_radial_2026091333_smooth,2026091333,radial,15,smooth,bounded,COVERAGE_PRIORITY,2483.307474,3039.07752,555.7700459999996,22.380234901189677,True,True
dispatch_development_radial_2026091333_spatial_hash,2026091333,radial,15,spatial_hash,bounded,COVERAGE_PRIORITY,2543.111503,3045.735004,502.62350100000003,19.764115745891452,True,True
dispatch_development_radial_2026091334_negative,2026091334,radial,16,negative,bounded,COVERAGE_PRIORITY,1733.643185,3234.811625,1501.16844,86.59039258992615,True,True
dispatch_development_radial_2026091334_positive,2026091334,radial,16,positive,bounded,COVERAGE_PRIORITY,1741.166776,2175.33601,434.16923399999996,24.93553403295583,True,True
dispatch_development_radial_2026091334_smooth,2026091334,radial,16,smooth,bounded,COVERAGE_PRIORITY,2678.714042,3102.207399,423.49335699999983,15.809576922358183,True,True
dispatch_development_radial_2026091334_spatial_hash,2026091334,radial,16,spatial_hash,bounded,COVERAGE_PRIORITY,1820.653163,3101.604496,1280.951333,70.35669170998496,True,True
dispatch_development_reception_edge_2026091335_negative,2026091335,reception_edge,10,negative,bounded,COVERAGE_PRIORITY,3549.83371,4360.066529,810.2328189999998,22.824528842507384,True,True
dispatch_development_reception_edge_2026091335_positive,2026091335,reception_edge,10,positive,bounded,COVERAGE_PRIORITY,3578.292354,4423.406305,845.1139510000003,23.617800542632807,True,True
dispatch_development_reception_edge_2026091335_smooth,2026091335,reception_edge,10,smooth,bounded,COVERAGE_PRIORITY,3594.469725,4396.511511,802.0417859999998,22.313215783170914,True,True
dispatch_development_reception_edge_2026091335_spatial_hash,2026091335,reception_edge,10,spatial_hash,bounded,COVERAGE_PRIORITY,3568.151988,4418.532062,850.3800740000001,23.832507047342744,True,True
dispatch_development_reception_edge_2026091336_negative,2026091336,reception_edge,11,negative,bounded,COVERAGE_PRIORITY,3056.657098,4071.556504,1014.899406,33.202919838933134,True,True
dispatch_development_reception_edge_2026091336_positive,2026091336,reception_edge,11,positive,bounded,COVERAGE_PRIORITY,3044.456745,4146.416879,1101.9601340000004,36.19562458260515,True,True
dispatch_development_reception_edge_2026091336_smooth,2026091336,reception_edge,11,smooth,bounded,COVERAGE_PRIORITY,3018.504622,4226.159531,1207.6549090000003,40.00838362804402,True,True
dispatch_development_reception_edge_2026091336_spatial_hash,2026091336,reception_edge,11,spatial_hash,bounded,COVERAGE_PRIORITY,3067.356765,4089.296651,1021.9398860000001,33.31662940746967,True,True
dispatch_development_reception_edge_2026091337_negative,2026091337,reception_edge,12,negative,bounded,COVERAGE_PRIORITY,3590.720038,4473.108051,882.3880130000002,24.574124511569618,True,True
dispatch_development_reception_edge_2026091337_positive,2026091337,reception_edge,12,positive,bounded,COVERAGE_PRIORITY,3931.425931,4548.91337,617.487439,15.706449767525843,True,True
dispatch_development_reception_edge_2026091337_smooth,2026091337,reception_edge,12,smooth,bounded,COVERAGE_PRIORITY,3911.745014,4548.111464,636.3664499999995,16.268096405120126,True,True
dispatch_development_reception_edge_2026091337_spatial_hash,2026091337,reception_edge,12,spatial_hash,bounded,COVERAGE_PRIORITY,3627.563015,4495.959285,868.3962699999997,23.938833492600263,True,True
dispatch_development_reception_edge_2026091338_negative,2026091338,reception_edge,13,negative,bounded,COVERAGE_PRIORITY,3940.946121,5027.463056,1086.5169349999996,27.56995152027859,True,True
dispatch_development_reception_edge_2026091338_positive,2026091338,reception_edge,13,positive,bounded,COVERAGE_PRIORITY,3951.768423,5042.019336,1090.2509130000003,27.58893731359724,True,True
dispatch_development_reception_edge_2026091338_smooth,2026091338,reception_edge,13,smooth,bounded,COVERAGE_PRIORITY,3977.289486,4946.597538,969.3080519999999,24.37107118835453,True,True
dispatch_development_reception_edge_2026091338_spatial_hash,2026091338,reception_edge,13,spatial_hash,bounded,COVERAGE_PRIORITY,3930.673356,4874.094126,943.4207700000002,24.001505201644658,True,True
dispatch_development_reception_edge_2026091339_negative,2026091339,reception_edge,14,negative,bounded,COVERAGE_PRIORITY,3772.223662,4664.440621,892.2169589999999,23.652281490831694,True,True
dispatch_development_reception_edge_2026091339_positive,2026091339,reception_edge,14,positive,bounded,COVERAGE_PRIORITY,3912.568597,4695.918862,783.3502650000005,20.02138098232047,True,True
dispatch_development_reception_edge_2026091339_smooth,2026091339,reception_edge,14,smooth,bounded,COVERAGE_PRIORITY,3889.557319,4696.769966,807.2126469999998,20.753329512766584,True,True
dispatch_development_reception_edge_2026091339_spatial_hash,2026091339,reception_edge,14,spatial_hash,bounded,COVERAGE_PRIORITY,3923.446386,4654.928564,731.4821779999997,18.643868324800895,True,True
dispatch_development_reception_edge_2026091340_negative,2026091340,reception_edge,15,negative,bounded,COVERAGE_PRIORITY,4207.406019,4912.806536,705.400517,16.765686834465686,True,True
dispatch_development_reception_edge_2026091340_positive,2026091340,reception_edge,15,positive,bounded,COVERAGE_PRIORITY,4204.956573,4861.061977,656.1054039999999,15.603143400168463,True,True
dispatch_development_reception_edge_2026091340_smooth,2026091340,reception_edge,15,smooth,bounded,COVERAGE_PRIORITY,4211.04073,4867.937199,656.8964690000003,15.599385309198865,True,True
dispatch_development_reception_edge_2026091340_spatial_hash,2026091340,reception_edge,15,spatial_hash,bounded,COVERAGE_PRIORITY,4202.863157,4837.792151,634.9289939999999,15.107058457102163,True,True
dispatch_development_reception_edge_2026091341_negative,2026091341,reception_edge,16,negative,bounded,COVERAGE_PRIORITY,4069.975775,4837.879631,767.9038559999999,18.86752891053756,True,True
dispatch_development_reception_edge_2026091341_positive,2026091341,reception_edge,16,positive,bounded,COVERAGE_PRIORITY,3938.445409,4887.460037,949.0146279999999,24.096173221833773,True,True
dispatch_development_reception_edge_2026091341_smooth,2026091341,reception_edge,16,smooth,bounded,COVERAGE_PRIORITY,4027.782147,5021.239233,993.4570860000003,24.66511468948125,True,True
dispatch_development_reception_edge_2026091341_spatial_hash,2026091341,reception_edge,16,spatial_hash,bounded,COVERAGE_PRIORITY,4010.982083,4769.453347,758.4712639999998,18.9098641755264,True,True
dispatch_development_uniform_2026091300_negative,2026091300,uniform,10,negative,bounded,COVERAGE_PRIORITY,3155.858457,4245.831337,1089.9728799999998,34.538078777973524,True,True
dispatch_development_uniform_2026091300_positive,2026091300,uniform,10,positive,bounded,COVERAGE_PRIORITY,3170.951423,4241.874345,1070.9229220000002,33.772921093405216,True,True
dispatch_development_uniform_2026091300_smooth,2026091300,uniform,10,smooth,bounded,COVERAGE_PRIORITY,3218.724698,4230.659031,1011.9343330000002,31.438983695274715,True,True
dispatch_development_uniform_2026091300_spatial_hash,2026091300,uniform,10,spatial_hash,bounded,COVERAGE_PRIORITY,3174.491753,4298.776244,1124.284491,35.41620449753928,True,True
dispatch_development_uniform_2026091301_negative,2026091301,uniform,11,negative,bounded,COVERAGE_PRIORITY,3722.752628,4237.281567,514.5289389999998,13.821196045368822,True,True
dispatch_development_uniform_2026091301_positive,2026091301,uniform,11,positive,bounded,COVERAGE_PRIORITY,3583.856524,4080.546549,496.69002500000033,13.859093456275895,True,True
dispatch_development_uniform_2026091301_smooth,2026091301,uniform,11,smooth,bounded,COVERAGE_PRIORITY,3739.757401,4179.856135,440.09873400000015,11.768109179550489,True,True
dispatch_development_uniform_2026091301_spatial_hash,2026091301,uniform,11,spatial_hash,bounded,COVERAGE_PRIORITY,3422.535735,4152.076844,729.5411090000002,21.315806918813674,True,True
dispatch_development_uniform_2026091302_negative,2026091302,uniform,12,negative,bounded,COVERAGE_PRIORITY,3094.316653,3743.689979,649.3733260000004,20.9860010729807,True,True
dispatch_development_uniform_2026091302_positive,2026091302,uniform,12,positive,bounded,COVERAGE_PRIORITY,2898.779189,3874.718013,975.9388240000003,33.667235769574866,True,True
dispatch_development_uniform_2026091302_smooth,2026091302,uniform,12,smooth,bounded,COVERAGE_PRIORITY,2905.445945,3855.455298,950.0093529999999,32.69754010171406,True,True
dispatch_development_uniform_2026091302_spatial_hash,2026091302,uniform,12,spatial_hash,bounded,COVERAGE_PRIORITY,3061.054645,3813.90302,752.848375,24.594411479380817,True,True
dispatch_development_uniform_2026091303_negative,2026091303,uniform,13,negative,bounded,COVERAGE_PRIORITY,3197.227235,3761.040297,563.8130620000002,17.634438235354267,True,True
dispatch_development_uniform_2026091303_positive,2026091303,uniform,13,positive,bounded,COVERAGE_PRIORITY,3234.735105,3731.973366,497.23826099999997,15.371838647047408,True,True
dispatch_development_uniform_2026091303_smooth,2026091303,uniform,13,smooth,bounded,COVERAGE_PRIORITY,3253.01159,3731.427002,478.41541199999983,14.706846218153192,True,True
dispatch_development_uniform_2026091303_spatial_hash,2026091303,uniform,13,spatial_hash,bounded,COVERAGE_PRIORITY,3189.318307,3763.522771,574.2044639999999,18.003987332958292,True,True
dispatch_development_uniform_2026091304_negative,2026091304,uniform,14,negative,bounded,COVERAGE_PRIORITY,3380.876498,4216.966872,836.0903739999999,24.72998864331779,True,True
dispatch_development_uniform_2026091304_positive,2026091304,uniform,14,positive,bounded,COVERAGE_PRIORITY,3510.868562,4276.210772,765.3422100000003,21.79922707115005,True,True
dispatch_development_uniform_2026091304_smooth,2026091304,uniform,14,smooth,bounded,COVERAGE_PRIORITY,3466.657513,4231.404305,764.7467919999999,22.060061864553738,True,True
dispatch_development_uniform_2026091304_spatial_hash,2026091304,uniform,14,spatial_hash,bounded,COVERAGE_PRIORITY,3449.560056,4267.537361,817.9773049999999,23.7125109208419,True,True
dispatch_development_uniform_2026091305_negative,2026091305,uniform,15,negative,bounded,COVERAGE_PRIORITY,3628.466106,4502.164466,873.6983600000003,24.079000174626408,True,True
dispatch_development_uniform_2026091305_positive,2026091305,uniform,15,positive,bounded,COVERAGE_PRIORITY,3431.008674,4372.775127,941.7664529999997,27.448675957500647,True,True
dispatch_development_uniform_2026091305_smooth,2026091305,uniform,15,smooth,bounded,COVERAGE_PRIORITY,3453.452409,4437.586475,984.1340660000001,28.49710809493886,True,True
dispatch_development_uniform_2026091305_spatial_hash,2026091305,uniform,15,spatial_hash,bounded,COVERAGE_PRIORITY,3593.188085,4421.177235,827.9891500000003,23.043301113473458,True,True
dispatch_development_uniform_2026091306_negative,2026091306,uniform,16,negative,bounded,COVERAGE_PRIORITY,3967.752616,4551.411378,583.6587619999996,14.710059282587086,True,True
dispatch_development_uniform_2026091306_positive,2026091306,uniform,16,positive,bounded,COVERAGE_PRIORITY,3812.04901,4590.310335,778.2613249999999,20.41582684163863,True,True
dispatch_development_uniform_2026091306_smooth,2026091306,uniform,16,smooth,bounded,COVERAGE_PRIORITY,3935.194121,4540.744576,605.550455,15.38807073756554,True,True
dispatch_development_uniform_2026091306_spatial_hash,2026091306,uniform,16,spatial_hash,bounded,COVERAGE_PRIORITY,4157.072183,4552.307648,395.23546499999975,9.507543954042518,True,True
dispatch_development_cluster_2026091314_negative,2026091314,cluster,10,negative,pre_round_stress,COVERAGE_PRIORITY,2079.856384,2452.671139,372.8147549999999,17.92502395203841,True,True
dispatch_development_cluster_2026091314_positive,2026091314,cluster,10,positive,pre_round_stress,COVERAGE_PRIORITY,2072.141561,2415.205066,343.0635050000001,16.55598784643073,True,True
dispatch_development_cluster_2026091314_smooth,2026091314,cluster,10,smooth,pre_round_stress,COVERAGE_PRIORITY,2097.484088,2438.407675,340.92358699999977,16.253929598344573,True,True
dispatch_development_cluster_2026091314_spatial_hash,2026091314,cluster,10,spatial_hash,pre_round_stress,COVERAGE_PRIORITY,2091.245364,2431.901277,340.65591300000006,16.28961951879311,True,True
dispatch_development_cluster_2026091315_negative,2026091315,cluster,11,negative,pre_round_stress,COVERAGE_PRIORITY,2389.457857,2400.615874,11.1580170000002,0.46696856223316097,True,True
dispatch_development_cluster_2026091315_positive,2026091315,cluster,11,positive,pre_round_stress,COVERAGE_PRIORITY,2173.835339,2662.36104,488.5257009999996,22.47298552174284,True,True
dispatch_development_cluster_2026091315_smooth,2026091315,cluster,11,smooth,pre_round_stress,COVERAGE_PRIORITY,2344.293234,2387.55494,43.261705999999776,1.8454050616433904,True,True
dispatch_development_cluster_2026091315_spatial_hash,2026091315,cluster,11,spatial_hash,pre_round_stress,COVERAGE_PRIORITY,2143.954058,2382.453075,238.4990170000001,11.124259687844496,True,True
dispatch_development_cluster_2026091316_negative,2026091316,cluster,12,negative,pre_round_stress,COVERAGE_PRIORITY,2420.620371,2568.815543,148.19517200000018,6.122198002439272,True,True
dispatch_development_cluster_2026091316_positive,2026091316,cluster,12,positive,pre_round_stress,COVERAGE_PRIORITY,2218.631645,2724.063582,505.4319370000003,22.781246185641614,True,True
dispatch_development_cluster_2026091316_smooth,2026091316,cluster,12,smooth,pre_round_stress,COVERAGE_PRIORITY,2345.093551,2631.381077,286.28752600000007,12.20793626241139,True,True
dispatch_development_cluster_2026091316_spatial_hash,2026091316,cluster,12,spatial_hash,pre_round_stress,COVERAGE_PRIORITY,2262.106806,2580.811442,318.7046360000004,14.088841214511616,True,True
dispatch_development_cluster_2026091317_negative,2026091317,cluster,13,negative,pre_round_stress,COVERAGE_PRIORITY,2385.802207,2618.519669,232.7174619999996,9.75426467949443,True,True
dispatch_development_cluster_2026091317_positive,2026091317,cluster,13,positive,pre_round_stress,COVERAGE_PRIORITY,2267.381063,2642.84955,375.4684870000001,16.559567032072376,True,True
dispatch_development_cluster_2026091317_smooth,2026091317,cluster,13,smooth,pre_round_stress,COVERAGE_PRIORITY,2486.693204,2601.687252,114.99404800000002,4.624376172139977,True,True
dispatch_development_cluster_2026091317_spatial_hash,2026091317,cluster,13,spatial_hash,pre_round_stress,COVERAGE_PRIORITY,2526.475948,2618.214779,91.73883100000012,3.63109852965835,True,True
dispatch_development_cluster_2026091318_negative,2026091318,cluster,14,negative,pre_round_stress,COVERAGE_PRIORITY,1948.027665,1946.811915,-1.215750000000071,-0.062409277950381536,True,True
dispatch_development_cluster_2026091318_positive,2026091318,cluster,14,positive,pre_round_stress,COVERAGE_PRIORITY,1922.082143,1942.046621,19.964477999999872,1.0386901555018424,True,True
dispatch_development_cluster_2026091318_smooth,2026091318,cluster,14,smooth,pre_round_stress,COVERAGE_PRIORITY,1945.030469,1946.674777,1.64430799999991,0.08453893274202873,True,True
dispatch_development_cluster_2026091318_spatial_hash,2026091318,cluster,14,spatial_hash,pre_round_stress,COVERAGE_PRIORITY,1949.611193,1953.331239,3.7200460000001385,0.1908096349342303,True,True
dispatch_development_cluster_2026091319_negative,2026091319,cluster,15,negative,pre_round_stress,COVERAGE_PRIORITY,2271.912508,2273.792436,1.879928000000291,0.08274649632766806,True,True
dispatch_development_cluster_2026091319_positive,2026091319,cluster,15,positive,pre_round_stress,COVERAGE_PRIORITY,2219.537046,2290.805236,71.26819000000023,3.2109484330724802,True,True
dispatch_development_cluster_2026091319_smooth,2026091319,cluster,15,smooth,pre_round_stress,COVERAGE_PRIORITY,2294.431479,2331.409046,36.97756700000036,1.61162219654154,True,True
dispatch_development_cluster_2026091319_spatial_hash,2026091319,cluster,15,spatial_hash,pre_round_stress,COVERAGE_PRIORITY,2249.711219,2413.964758,164.25353900000027,7.301094363258365,True,True
dispatch_development_cluster_2026091320_negative,2026091320,cluster,16,negative,pre_round_stress,COVERAGE_PRIORITY,1057.592526,1057.592526,0.0,0.0,True,True
dispatch_development_cluster_2026091320_positive,2026091320,cluster,16,positive,pre_round_stress,COVERAGE_PRIORITY,1042.353432,1042.353432,0.0,0.0,True,True
